Unnamed: 0,Name,Sys ID,company,company_clean,domain_clean,phone_clean,address_clean,combined_id,merged_ids,record_id,is_merged,merged_from,canonical_company
7581,Doctor Office IT,C48430,Doctor Office IT,doctor office it,,,,doctor office it;;,C48430,C48430,False,[],doctor office it
7582,"Doctronx, Inc.",C23673,"Doctronx, Inc.",doctronx,,,,doctronx;;,C23673,C23673,False,[],doctronx
7583,Documation,C21869,Documation,documation,,,,documation;;,C21869,C21869,False,[],documation
7584,Document & Network Technologies,C24139,Document & Network Technologies,document and network technologies,,,,document and network technologies;;,C24139,C24139,False,[],document and network technologies
7585,Document Solutions,C21870,Document Solutions,document solutions,,,,document solutions;;,C21870,C21870,False,[],document solutions
7586,Document Technologies,C38539,Document Technologies,document technologies,,,,document technologies;;,C38539,C38539,False,[],document technologies
7587,DocuProducts,C34820,DocuProducts,docuproducts,,,,docuproducts;;,C34820,C34820,False,[],docuproducts
7588,Docutech,C26500,Docutech,docutech,,,,docutech;;,C26500,C26500,False,[],docutech
7589,DOD,C27826,DOD,dod,,,,dod;;,C27826,C27826,False,[],dod
7590,Dods & Associates,C23720,Dods & Associates,dods and associates,,,,dods and associates;;,C23720,C23720,False,[],dods and associates
7591,Doerr Technology LLC,C29323,Doerr Technology LLC,doerr technology,,,,doerr technology;;,C29323,C29323,False,[],doerr technology
7592,DoesThis,C48431,DoesThis,doesthis,,,,doesthis;;,C48431,C48431,False,[],doesthis
7593,"DOF Creations, LLC",C36594,"DOF Creations, LLC",dof creations,,,,dof creations;;,C36594,C36594,False,[],dof creations
7594,DOFST,C34373,DOFST,dofst,,,,dofst;;,C34373,C34373,False,[],dofst
7595,Dogwood Management Partners,C40803,Dogwood Management Partners,dogwood management partners,,,,dogwood management partners;;,C40803,C40803,False,[],dogwood management partners
7596,"DoiT International USA, Inc.",C51168,"DoiT International USA, Inc.",doit international usa,,,,doit international usa;;,C51168,C51168,False,[],doit international usa
7597,Doleman Enterprises LLC.,C36562,Doleman Enterprises LLC.,doleman enterprises,,,,doleman enterprises;;,C36562,C36562,False,[],doleman enterprises
7598,Dolomite Technology LLC,C30762,Dolomite Technology LLC,dolomite technology,,,,dolomite technology;;,C30762,C30762,False,[],dolomite technology
7599,Dolvin Consulting Inc,C34592,Dolvin Consulting Inc,dolvin consulting,,,,dolvin consulting;;,C34592,C34592,False,[],dolvin consulting
7600,Domain Computer Services,C30662,Domain Computer Services,domain computer services,,,,domain computer services;;,C30662,C30662,False,[],domain computer services
7601,Domain Consultant Group,C25121,Domain Consultant Group,domain consultant group,,,,domain consultant group;;,C25121,C25121,False,[],domain consultant group
7602,Domain Technology GroupInc.,C39740,Domain Technology GroupInc.,domain technology groupinc,,,,domain technology groupinc;;,C39740,C39740,False,[],domain technology groupinc
7603,Dome Industries,C31055,Dome Industries,dome industries,,,,dome industries;;,C31055,C31055,False,[],dome industries
7604,Domestic Relations Court,C47103,Domestic Relations Court,domestic relations court,,,,domestic relations court;;,C47103,C47103,False,[],domestic relations court
7605,Domi Tech Inc,C36112,Domi Tech Inc,domi tech,,,,domi tech;;,C36112,C36112,False,[],domi tech
7606,Dominai,D00405,Dominai,dominai,,,,dominai;;,D00405,D00405,False,[],dominai
7607,Dominant Systems Corp.,C24311,Dominant Systems Corp.,dominant systems,,,,dominant systems;;,C24311;C48432,C24311,False,[],dominant systems
7609,Dominion Tech Inc,C39741,Dominion Tech Inc,dominion tech,,,,dominion tech;;,C39741,C39741,False,[],dominion tech
7610,Dominion Technical Services,C27504,Dominion Technical Services,dominion technical services,,,,dominion technical services;;,C27504,C27504,False,[],dominion technical services
7611,Dominion Voice and Data,C38540,Dominion Voice and Data,dominion voice and data,,,,dominion voice and data;;,C38540,C38540,False,[],dominion voice and data
7612,DominionTek Inc,C43116,DominionTek Inc,dominiontek,,,,dominiontek;;,C43116,C43116,False,[],dominiontek
7613,Domino Comm. Supply,C32469,Domino Comm. Supply,domino comm. supply,,,,domino comm. supply;;,C32469,C32469,False,[],domino comm. supply
7614,Domitek Inc.,C47220,Domitek Inc.,domitek,,,,domitek;;,C47220,C47220,False,[],domitek
7615,DOMOTECH LLC,C51436,DOMOTECH LLC,domotech,,,,domotech;;,C51436,C51436,False,[],domotech
7616,Donaho Computers Services,C21871,Donaho Computers Services,donaho computers services,,,,donaho computers services;;,C21871,C21871,False,[],donaho computers services
7617,"Dondada Innovations, LLC",C31718,"Dondada Innovations, LLC",dondada innovations,,,,dondada innovations;;,C31718,C31718,False,[],dondada innovations
7618,"Donet Inc, DBA Data Yard",C21831,"Donet Inc, DBA Data Yard",donet data yard,,,,donet data yard;;,C21831,C21831,False,[],donet data yard
7619,Donnellon Mccarthy,C38102,Donnellon Mccarthy,donnellon mccarthy,,,,donnellon mccarthy;;,C38102,C38102,False,[],donnellon mccarthy
7620,Donnellon McCarthy Enterprises,D00406,Donnellon McCarthy Enterprises,donnellon mccarthy enterprises,,,,donnellon mccarthy enterprises;;,D00406,D00406,False,[],donnellon mccarthy enterprises
7621,Don't Panic IT,C29274,Don't Panic IT,don t panic it,,,,don t panic it;;,C29274,C29274,False,[],don t panic it
7622,Dont Sweat IT Solutions,C39742,Dont Sweat IT Solutions,dont sweat it solutions,,,,dont sweat it solutions;;,C39742,C39742,False,[],dont sweat it solutions
7623,DOORWAY AS,C45523,DOORWAY AS,doorway,,,,doorway;;,C45523,C45523,False,[],doorway
7624,DOOTA INDUSTRIAL AMERICA LLC,C51799,DOOTA INDUSTRIAL AMERICA LLC,doota industrial america,,,,doota industrial america;;,C51799,C51799,False,[],doota industrial america
7625,Dore Consulting Inc,C48433,Dore Consulting Inc,dore consulting,,,,dore consulting;;,C26328;C48433,C48433,False,[],dore consulting
7627,"Dorsey I.T. Support, LLC",C24521,"Dorsey I.T. Support, LLC",dorsey i.t. support,,,,dorsey i.t. support;;,C24521,C24521,False,[],dorsey i.t. support
7628,Doss Business Systems,C32616,Doss Business Systems,doss business systems,,,,doss business systems;;,C32616,C32616,False,[],doss business systems
7629,Dot Hill Systems (Longmont),C22902,Dot Hill Systems (Longmont),dot hill systems longmont,,,,dot hill systems longmont;;,C22902,C22902,False,[],dot hill systems longmont
7630,dotnet technologies,C48434,dotnet technologies,dotnet technologies,,,,dotnet technologies;;,C48434,C48434,False,[],dotnet technologies
7631,Double Click Computing,C41164,Double Click Computing,double click computing,,,,double click computing;;,C41164;C48435,C41164,False,[],double click computing
7633,Double M Consulting LLC dba Aerie Solutions,C51684,Double M Consulting LLC dba Aerie Solutions,double m consulting aerie solutions,,,,double m consulting aerie solutions;;,C51684,C51684,False,[],double m consulting aerie solutions
7634,Double Ought Systems,C51379,Double Ought Systems,double ought systems,,,,double ought systems;;,C51379,C51379,False,[],double ought systems
7635,Double Radius,C32720,Double Radius,double radius,,,,double radius;;,C32720,C32720,False,[],double radius
7636,Double Technologies LLC,C42220,Double Technologies LLC,double technologies,,,,double technologies;;,C42220,C42220,False,[],double technologies
7637,Douglas PC,C35689,Douglas PC,douglas,,,,douglas;;,C35689,C35689,False,[],douglas
7638,Dove Communications Inc,C43681,Dove Communications Inc,dove communications,,,,dove communications;;,C43681,C43681,False,[],dove communications
7639,Dove Healthcare IT Services,C43525,Dove Healthcare IT Services,dove healthcare it services,,,,dove healthcare it services;;,C43525;C48436,C43525,False,[],dove healthcare it services
7641,Dove Print Solutions,C48437,Dove Print Solutions,dove print solutions,,,,dove print solutions;;,C39377;C48437,C48437,False,[],dove print solutions
7643,Down The Hall Technologies,C25894,Down The Hall Technologies,down the hall technologies,,,,down the hall technologies;;,C25894,C25894,False,[],down the hall technologies
7644,DOWNEAST COMMUNICATIONS,C44129,DOWNEAST COMMUNICATIONS,downeast communications,,,,downeast communications;;,C44129,C44129,False,[],downeast communications
7645,Downey Tech LLC,C23386,Downey Tech LLC,downey tech,,,,downey tech;;,C23386,C23386,False,[],downey tech
7646,Downing Technology Company,C42104,Downing Technology Company,downing technology company,,,,downing technology company;;,C42104,C42104,False,[],downing technology company
7647,Downtown Computer,C24343,Downtown Computer,downtown computer,,,,downtown computer;;,C24343,C24343,False,[],downtown computer
7648,Downtown Computers,C24020,Downtown Computers,downtown computers,,,,downtown computers;;,C24020;C48438,C24020,False,[],downtown computers
7650,Dox,C26591,Dox,dox,,,,dox;;,C26591,C26591,False,[],dox
7651,Dox Electronics Inc.,C30590,Dox Electronics Inc.,dox electronics,,,,dox electronics;;,C30590,C30590,False,[],dox electronics
7652,"DOYB Technical Solutions, Inc.",C39301,"DOYB Technical Solutions, Inc.",doyb technical solutions,,,,doyb technical solutions;;,C39301,C39301,False,[],doyb technical solutions
7653,"DP Electronics, LLC",C24079,"DP Electronics, LLC",dp electronics,,,,dp electronics;;,C24079,C24079,False,[],dp electronics
7654,DP Solutions,C21872,DP Solutions,dp solutions,,,,dp solutions;;,C21872;C51703;C51715,C21872,False,[],dp solutions
7657,DPC I.T. Solutions LLC,C29714,DPC I.T. Solutions LLC,dpc i.t. solutions,,,,dpc i.t. solutions;;,C29714,C29714,False,[],dpc i.t. solutions
7658,"DPC Systems, Inc.",C26292,"DPC Systems, Inc.",dpc systems,,,,dpc systems;;,C26292,C26292,False,[],dpc systems
7659,"DPC, Inc",C28306,"DPC, Inc",dpc,,,,dpc;;,C28306;C48439,C28306,False,[],dpc
7661,DPE Systems,C33152,DPE Systems,dpe systems,,,,dpe systems;;,C33152;C48440,C33152,False,[],dpe systems
7663,"Dpra, Inc.",C47104,"Dpra, Inc.",dpra,,,,dpra;;,C47104,C47104,False,[],dpra
7664,DQE Communications LLC,C50961,DQE Communications LLC,dqe communications,,,,dqe communications;;,C50961,C50961,False,[],dqe communications
7665,DR Electronic Systems LLC,C38734,DR Electronic Systems LLC,dr electronic systems,,,,dr electronic systems;;,C38734,C38734,False,[],dr electronic systems
7666,"DR Fortress, LLC",C30200,"DR Fortress, LLC",dr fortress,,,,dr fortress;;,C30200,C30200,False,[],dr fortress
7667,DR IT HELP LLC,C30502,DR IT HELP LLC,dr it help,,,,dr it help;;,C30502,C30502,False,[],dr it help
7668,DR TEC,C25379,DR TEC,dr tec,,,,dr tec;;,C25379,C25379,False,[],dr tec
7669,DR Technology Solutions,C28647,DR Technology Solutions,dr technology solutions,,,,dr technology solutions;;,C28647,C28647,False,[],dr technology solutions
7670,Dr. Dave's IT Support,C41266,Dr. Dave's IT Support,dr. dave s it support,,,,dr. dave s it support;;,C41266,C41266,False,[],dr. dave s it support
7671,Dr. Muller & Partner GmbH IT-Solutions,C44346,Dr. Muller & Partner GmbH IT-Solutions,dr. muller and partner it-solutions,,,,dr. muller and partner it-solutions;;,C44346,C44346,False,[],dr. muller and partner it-solutions
7672,Dr. Z's - IT,D00407,Dr. Z's - IT,dr. z s - it,,,,dr. z s - it;;,D00407,D00407,False,[],dr. z s - it
7673,DRA Technologies LLC,C44767,DRA Technologies LLC,dra technologies,,,,dra technologies;;,C44767,C44767,False,[],dra technologies
7674,Draa Consulting LLC,C37713,Draa Consulting LLC,draa consulting,,,,draa consulting;;,C37713,C37713,False,[],draa consulting
7675,Dragon Fone,C30979,Dragon Fone,dragon fone,,,,dragon fone;;,C30979,C30979,False,[],dragon fone
7676,Dragon9,C46823,Dragon9,dragon9,,,,dragon9;;,C46823,C46823,False,[],dragon9
7677,Dragonfli Group LLC,C46683,Dragonfli Group LLC,dragonfli group,,,,dragonfli group;;,C46683,C46683,False,[],dragonfli group
7678,Dragonfly MSP,C46435,Dragonfly MSP,dragonfly msp,,,,dragonfly msp;;,C46435,C46435,False,[],dragonfly msp
7679,"Dragonfly Technologies, LLC",C44614,"Dragonfly Technologies, LLC",dragonfly technologies,,,,dragonfly technologies;;,C44614,C44614,False,[],dragonfly technologies
7680,Dragontech,C28085,Dragontech,dragontech,,,,dragontech;;,C28085,C28085,False,[],dragontech
7681,Dragos-numerous calls made no response,C36134,Dragos-numerous calls made no response,dragos-numerous calls made no response,,,,dragos-numerous calls made no response;;,C36134,C36134,False,[],dragos-numerous calls made no response
7682,Drake Network Solutions,C44229,Drake Network Solutions,drake network solutions,,,,drake network solutions;;,C44229,C44229,False,[],drake network solutions
7683,Drasis Technology Solutions LLC,C30754,Drasis Technology Solutions LLC,drasis technology solutions,,,,drasis technology solutions;;,C30754,C30754,False,[],drasis technology solutions
7684,"Dream Telecom Solution, inc",C48441,"Dream Telecom Solution, inc",dream telecom solution,,,,dream telecom solution;;,C48441,C48441,False,[],dream telecom solution
7685,DreamCoat Cloud Services,C36578,DreamCoat Cloud Services,dreamcoat cloud services,,,,dreamcoat cloud services;;,C36578,C36578,False,[],dreamcoat cloud services
7686,Dreamland,C45313,Dreamland,dreamland,,,,dreamland;;,C45313,C45313,False,[],dreamland
7687,Dresner Group,C39743,Dresner Group,dresner group,,,,dresner group;;,C39743,C39743,False,[],dresner group
7688,Drevni Networks,C30107,Drevni Networks,drevni networks,,,,drevni networks;;,C30107,C30107,False,[],drevni networks
7689,Drive Integration LLC,C50740,Drive Integration LLC,drive integration,,,,drive integration;;,C50740,C50740,False,[],drive integration
7690,Drivelocker LLC,D00408,Drivelocker LLC,drivelocker,,,,drivelocker;;,D00408,D00408,False,[],drivelocker
7691,Driven Technologies,C38296,Driven Technologies,driven technologies,,,,driven technologies;;,C28657;C38296,C38296,False,[],driven technologies
7692,Driven Technologies of MSA,C45524,Driven Technologies of MSA,driven technologies of msa,,,,driven technologies of msa;;,C45524,C45524,False,[],driven technologies of msa
7694,Driven Technology LLC,C24232,Driven Technology LLC,driven technology,,,,driven technology;;,C24232;C48442,C24232,False,[],driven technology
7696,DRN ReadiTech,C24065,DRN ReadiTech,drn readitech,,,,drn readitech;;,C24065,C24065,False,[],drn readitech
7697,DRN Systems LLC,C48443,DRN Systems LLC,drn systems,,,,drn systems;;,C48443,C48443,False,[],drn systems
7698,Droisys,C38541,Droisys,droisys,,,,droisys;;,C38541,C38541,False,[],droisys
7699,DRP Consulting Inc,C50760,DRP Consulting Inc,drp consulting,,,,drp consulting;;,C50760,C50760,False,[],drp consulting
7700,DRP Solutions,C34631,DRP Solutions,drp solutions,,,,drp solutions;;,C34631,C34631,False,[],drp solutions
7701,Drury University,C39744,Drury University,drury university,,,,drury university;;,C39744,C39744,False,[],drury university
7702,DS Communications,C44521,DS Communications,ds communications,,,,ds communications;;,C44521,C44521,False,[],ds communications
7703,"DSA Technologies, Inc.",C34840,"DSA Technologies, Inc.",dsa technologies,,,,dsa technologies;;,C34840,C34840,False,[],dsa technologies
7704,DSD Laboratories,C32531,DSD Laboratories,dsd laboratories,,,,dsd laboratories;;,C32531,C32531,False,[],dsd laboratories
7705,DSHb Consulting LLC,C26050,DSHb Consulting LLC,dshb consulting,,,,dshb consulting;;,C26050;C48444,C26050,False,[],dshb consulting
7707,DSI,D00409,DSI,dsi,,,,dsi;;,D00409,D00409,False,[],dsi
7708,DSM Technology Consultants,C28937,DSM Technology Consultants,dsm technology consultants,,,,dsm technology consultants;;,C28937;C48445,C28937,False,[],dsm technology consultants
7710,DSN Group,C28228,DSN Group,dsn group,,,,dsn group;;,C28228;C48446,C28228,False,[],dsn group
7712,"DSR, inc.",C28450,"DSR, inc.",dsr,,,,dsr;;,C28450;C48447,C28450,False,[],dsr
7714,DSS Management Inc,C42687,DSS Management Inc,dss management,,,,dss management;;,C42687;C48448,C42687,False,[],dss management
7716,DSS Management of Florida LLC,D00410,DSS Management of Florida LLC,dss management of florida,,,,dss management of florida;;,D00410,D00410,False,[],dss management of florida
7717,Dssc Solutions Company,C30790,Dssc Solutions Company,dssc solutions company,,,,dssc solutions company;;,C30790,C30790,False,[],dssc solutions company
7718,DSTECH,C28683,DSTECH,dstech,,,,dstech;;,C28683,C28683,False,[],dstech
7719,DSTech Solutions,C39745,DSTech Solutions,dstech solutions,,,,dstech solutions;;,C39745,C39745,False,[],dstech solutions
7720,"DSTN, Inc.",C24892,"DSTN, Inc.",dstn,,,,dstn;;,C24892,C24892,False,[],dstn
7721,"dstndmedia, llc",C51475,"dstndmedia, llc",dstndmedia,,,,dstndmedia;;,C51475,C51475,False,[],dstndmedia
7722,DT Logistics LLC,D00411,DT Logistics LLC,dt logistics,,,,dt logistics;;,D00411,D00411,False,[],dt logistics
7723,DTA Cloud Solutions,D00412,DTA Cloud Solutions,dta cloud solutions,,,,dta cloud solutions;;,D00412,D00412,False,[],dta cloud solutions
7724,DTC Computer Supplies,C47381,DTC Computer Supplies,dtc computer supplies,,,,dtc computer supplies;;,C47381,C47381,False,[],dtc computer supplies
7725,"Dtcm, Inc.",C38103,"Dtcm, Inc.",dtcm,,,,dtcm;;,C38103,C38103,False,[],dtcm
7726,DTE Networks,C39746,DTE Networks,dte networks,,,,dte networks;;,C39746,C39746,False,[],dte networks
7727,DTech Communications,C32206,DTech Communications,dtech communications,,,,dtech communications;;,C32206,C32206,False,[],dtech communications
7728,DTEL Telecommunications,C38003,DTEL Telecommunications,dtel telecommunications,,,,dtel telecommunications;;,C38003,C38003,False,[],dtel telecommunications
7729,DTL Communications,D00413,DTL Communications,dtl communications,,,,dtl communications;;,D00413,D00413,False,[],dtl communications
7730,DTM Systems Corp,C45525,DTM Systems Corp,dtm systems,,,,dtm systems;;,C45525,C45525,False,[],dtm systems
7731,DTMT LLC,C26249,DTMT LLC,dtmt,,,,dtmt;;,C26249,C26249,False,[],dtmt
7732,DTRI Global,C38362,DTRI Global,dtri global,,,,dtri global;;,C38362,C38362,False,[],dtri global
7733,DTS,C38735,DTS,dts,,,,dts;;,C38735,C38735,False,[],dts
7734,DTS Systeme GmbH,C45526,DTS Systeme GmbH,dts systeme,,,,dts systeme;;,C45526,C45526,False,[],dts systeme
7735,DTS Technology LLC,C45825,DTS Technology LLC,dts technology,,,,dts technology;;,C45825,C45825,False,[],dts technology
7736,DTT Surveillance Inc.,C27382,DTT Surveillance Inc.,dtt surveillance,,,,dtt surveillance;;,C27382,C27382,False,[],dtt surveillance
7737,Dual Path LLC,C41717,Dual Path LLC,dual path,,,,dual path;;,C41717,C41717,False,[],dual path
7738,Dubber,C45095,Dubber,dubber,,,,dubber;;,C45095,C45095,False,[],dubber
7739,Dublin Technologies Inc,C40724,Dublin Technologies Inc,dublin technologies,,,,dublin technologies;;,C40724,C40724,False,[],dublin technologies
7740,Dubuque Networking Services,C24456,Dubuque Networking Services,dubuque networking services,,,,dubuque networking services;;,C24456,C24456,False,[],dubuque networking services
7741,Duey's Computer Service,C24073,Duey's Computer Service,duey s computer service,,,,duey s computer service;;,C24073;C48449,C24073,False,[],duey s computer service
7743,Duffy Consulting Group LLC,C26048,Duffy Consulting Group LLC,duffy consulting group,,,,duffy consulting group;;,C26048;C48450,C26048,False,[],duffy consulting group
7745,"Dugas Enterprises, LLC",C26482,"Dugas Enterprises, LLC",dugas enterprises,,,,dugas enterprises;;,C26482,C26482,False,[],dugas enterprises
7746,"Duke City Networks, LLC",C47205,"Duke City Networks, LLC",duke city networks,,,,duke city networks;;,C47205,C47205,False,[],duke city networks
7747,Duke Enterprises Inc,C24799,Duke Enterprises Inc,duke enterprises,,,,duke enterprises;;,C24799,C24799,False,[],duke enterprises
7748,"Dunbar Digital Armor, LLC",C27637,"Dunbar Digital Armor, LLC",dunbar digital armor,,,,dunbar digital armor;;,C27637,C27637,False,[],dunbar digital armor
7749,"Dunco Enterprises, Inc dba Computer Point",C51613,"Dunco Enterprises, Inc dba Computer Point",dunco enterprises computer point,,,,dunco enterprises computer point;;,C51613,C51613,False,[],dunco enterprises computer point
7750,"Dundee Technology Solutions, LLC",C46725,"Dundee Technology Solutions, LLC",dundee technology solutions,,,,dundee technology solutions;;,C46725,C46725,False,[],dundee technology solutions
7751,Dunes IT Consulting,C25539,Dunes IT Consulting,dunes it consulting,,,,dunes it consulting;;,C25539,C25539,False,[],dunes it consulting
7752,Dunigan Solutions,C36979,Dunigan Solutions,dunigan solutions,,,,dunigan solutions;;,C36979,C36979,False,[],dunigan solutions
7753,DUPE,C25776,DUPE,dupe,,,,dupe;;,C25776,C25776,False,[],dupe
7754,"Duplicator Sales & Service, Inc.",C24385,"Duplicator Sales & Service, Inc.",duplicator sales and service,,,,duplicator sales and service;;,C24385;C48451,C24385,False,[],duplicator sales and service
7756,Duquense Light Company,C42004,Duquense Light Company,duquense light company,,,,duquense light company;;,C42004,C42004,False,[],duquense light company
7757,"Dura-Tech Enterprises, Inc.",C24652,"Dura-Tech Enterprises, Inc.",dura-tech enterprises,,,,dura-tech enterprises;;,C24652,C24652,False,[],dura-tech enterprises
7758,"DuraTech USA, Inc.",C38426,"DuraTech USA, Inc.",duratech usa,,,,duratech usa;;,C38426,C38426,False,[],duratech usa
7759,Dustin AB,C45527,Dustin AB,dustin,,,,dustin;;,C45527,C45527,False,[],dustin
7760,Dustin Norway As,C45528,Dustin Norway As,dustin norway,,,,dustin norway;;,C45528,C45528,False,[],dustin norway
7761,"DVBE Technology Group, Inc",C34438,"DVBE Technology Group, Inc",dvbe technology group,,,,dvbe technology group;;,C34438,C34438,False,[],dvbe technology group
7762,"DVD Communications, Inc.",C36526,"DVD Communications, Inc.",dvd communications,,,,dvd communications;;,C36526;C48452,C36526,False,[],dvd communications
7764,DVG Tech Solutions LLC,C51804,DVG Tech Solutions LLC,dvg tech solutions,,,,dvg tech solutions;;,C51804,C51804,False,[],dvg tech solutions
7765,"DVS Technologies, INC",C47145,"DVS Technologies, INC",dvs technologies,,,,dvs technologies;;,C47145,C47145,False,[],dvs technologies
7766,DVTECK,C48453,DVTECK,dvteck,,,,dvteck;;,C48453,C48453,False,[],dvteck
7767,DWD Technology Group,C41028,DWD Technology Group,dwd technology group,,,,dwd technology group;;,C41028,C41028,False,[],dwd technology group
7768,Dwell Tech LLC,D00414,Dwell Tech LLC,dwell tech,,,,dwell tech;;,D00414,D00414,False,[],dwell tech
7769,Dworkin USEC LLC,C50706,Dworkin USEC LLC,dworkin usec,,,,dworkin usec;;,C50706,C50706,False,[],dworkin usec
7770,Dwp Information Architects,C38104,Dwp Information Architects,dwp information architects,,,,dwp information architects;;,C38104,C38104,False,[],dwp information architects
7771,DXC Technology,C29278,DXC Technology,dxc technology,,,,dxc technology;;,C29278,C29278,False,[],dxc technology
7772,"DXC Technology Services, LLC",C21874,"DXC Technology Services, LLC",dxc technology services,,,,dxc technology services;;,C21874,C21874,False,[],dxc technology services
7773,Dyarco Technology,C45317,Dyarco Technology,dyarco technology,,,,dyarco technology;;,C45317,C45317,False,[],dyarco technology
7774,DYBONT Corp,C42057,DYBONT Corp,dybont,,,,dybont;;,C42057,C42057,False,[],dybont
7775,DYCON Technology Consulting LLC,C41468,DYCON Technology Consulting LLC,dycon technology consulting,,,,dycon technology consulting;;,C41468,C41468,False,[],dycon technology consulting
7776,Dymin Systems,C24466,Dymin Systems,dymin systems,,,,dymin systems;;,C24466,C24466,False,[],dymin systems
7777,DynaLink,C45993,DynaLink,dynalink,,,,dynalink;;,C45993,C45993,False,[],dynalink
7778,Dynamic Alliance LLC,C48454,Dynamic Alliance LLC,dynamic alliance,,,,dynamic alliance;;,C48454,C48454,False,[],dynamic alliance
7779,Dynamic Business Solutions,C24239,Dynamic Business Solutions,dynamic business solutions,,,,dynamic business solutions;;,C24239;C48455,C24239,False,[],dynamic business solutions
7781,Dynamic Computer Corporation,C30755,Dynamic Computer Corporation,dynamic computer,,,,dynamic computer;;,C30755,C30755,False,[],dynamic computer
7782,Dynamic Computer Sales & service,C39747,Dynamic Computer Sales & service,dynamic computer sales and service,,,,dynamic computer sales and service;;,C39747,C39747,False,[],dynamic computer sales and service
7783,Dynamic CyOps LLC,C48456,Dynamic CyOps LLC,dynamic cyops,,,,dynamic cyops;;,C48456,C48456,False,[],dynamic cyops
7784,Dynamic Edge LLC,C24175,Dynamic Edge LLC,dynamic edge,,,,dynamic edge;;,C24175,C24175,False,[],dynamic edge
7785,Dynamic IT Solutions,C25455,Dynamic IT Solutions,dynamic it solutions,,,,dynamic it solutions;;,C25455,C25455,False,[],dynamic it solutions
7786,Dynamic Network Designs,C23764,Dynamic Network Designs,dynamic network designs,,,,dynamic network designs;;,C23764,C23764,False,[],dynamic network designs
7787,Dynamic Network Integration Corp (DNI),C26293,Dynamic Network Integration Corp (DNI),dynamic network integration dni,,,,dynamic network integration dni;;,C26293,C26293,False,[],dynamic network integration dni
7788,Dynamic Network Solutions,C24601,Dynamic Network Solutions,dynamic network solutions,,,,dynamic network solutions;;,C24601;C44305;C48457,C24601,False,[],dynamic network solutions
7791,Dynamic Network Solutions Group LLC,C51886,Dynamic Network Solutions Group LLC,dynamic network solutions group,,,,dynamic network solutions group;;,C51886,C51886,False,[],dynamic network solutions group
7792,Dynamic Quest,C27144,Dynamic Quest,dynamic quest,,,,dynamic quest;;,C27144,C27144,False,[],dynamic quest
7793,Dynamic Solutions Group,C37422,Dynamic Solutions Group,dynamic solutions group,,,,dynamic solutions group;;,C37422,C37422,False,[],dynamic solutions group
7794,Dynamic Systems Integration,C38439,Dynamic Systems Integration,dynamic systems integration,,,,dynamic systems integration;;,C38439,C38439,False,[],dynamic systems integration
7795,"Dynamic Systems, Inc.",C27423,"Dynamic Systems, Inc.",dynamic systems,,,,dynamic systems;;,C27423,C27423,False,[],dynamic systems
7796,Dynamic Technologies,C26469,Dynamic Technologies,dynamic technologies,,,,dynamic technologies;;,C26469,C26469,False,[],dynamic technologies
7797,Dynamic Technology Services Inc.,C47556,Dynamic Technology Services Inc.,dynamic technology services,,,,dynamic technology services;;,C47556,C47556,False,[],dynamic technology services
7798,Dynamic World Wide Training Consultants (DLWarren Enterprises),C27328,Dynamic World Wide Training Consultants (DLWarren Enterprises),dynamic world wide training consultants dlwarren enterprises,,,,dynamic world wide training consultants dlwarren enterprises;;,C27328,C27328,False,[],dynamic world wide training consultants dlwarren enterprises
7799,DynamicNetworkAdvisr,C47382,DynamicNetworkAdvisr,dynamicnetworkadvisr,,,,dynamicnetworkadvisr;;,C47382,C47382,False,[],dynamicnetworkadvisr
7800,Dynamiq Corporation,C28626,Dynamiq Corporation,dynamiq,,,,dynamiq;;,C28626,C28626,False,[],dynamiq
7801,"Dynamix Group, Inc.",C33671,"Dynamix Group, Inc.",dynamix group,,,,dynamix group;;,C33671,C33671,False,[],dynamix group
7802,Dynatrace,C50825,Dynatrace,dynatrace,,,,dynatrace;;,C50825,C50825,False,[],dynatrace
7803,"Dyntek, Inc",C21875,"Dyntek, Inc",dyntek,,,,dyntek;;,C21875,C21875,False,[],dyntek
7804,Dyonyx,C38105,Dyonyx,dyonyx,,,,dyonyx;;,C28795;C38105,C38105,False,[],dyonyx
7806,DYOPATH,C36259,DYOPATH,dyopath,,,,dyopath;;,C36259,C36259,False,[],dyopath
7807,Dyson IT Works LLC,C48458,Dyson IT Works LLC,dyson it works,,,,dyson it works;;,C48458,C48458,False,[],dyson it works
7808,Dytech Group,C43057,Dytech Group,dytech group,,,,dytech group;;,C43057,C43057,False,[],dytech group
7809,Dyvad Incorporated,C40943,Dyvad Incorporated,dyvad,,,,dyvad;;,C40943,C40943,False,[],dyvad
7810,"Dyzana Consulting, LLC",C41013,"Dyzana Consulting, LLC",dyzana consulting,,,,dyzana consulting;;,C41013,C41013,False,[],dyzana consulting
7811,"DZ Solutions Enterprises, Inc.",C48459,"DZ Solutions Enterprises, Inc.",dz solutions enterprises,,,,dz solutions enterprises;;,C48459,C48459,False,[],dz solutions enterprises
7812,DZ Technology & Security LLC,C34671,DZ Technology & Security LLC,dz technology and security,,,,dz technology and security;;,C34671,C34671,False,[],dz technology and security
7813,DzAani Inc. DBA Dalos,C46679,DzAani Inc. DBA Dalos,dzaani dalos,,,,dzaani dalos;;,C46679,C46679,False,[],dzaani dalos
