record_id,company_sim,domain_sim,cluster
7dfc4da6831e5ad058f18798beaad302,0.5844246031746032,0.0,0
0ecd921b33e7d610a0c67c845d5c7b29,0.5458905677655678,0.0,0
7cb3320183865e1058f18798beaad39a,0.5565145502645503,0.0,0
8b559648334d96106049b4646d5c7b02,0.5995833038405503,0.0,0
cd8b308c1b7380108321311d0d4bcbe0,0.8813617300573823,0.0,0
387e521b8397129058f18798beaad3d9,0.36049382716049383,0.0,0
211c68071be79510d1f74119b04bcbdb,0.6929232804232804,0.0,0
649ab4841b7380108321311d0d4bcb1a,0.4824074074074074,0.0,0
04ca3cc41b7380108321311d0d4bcb36,0.5631944444444444,0.0,0
57b10e1787916550852d0e170cbb35f1,0.5013888888888889,0.0,0
d28899df336f5a106049b4646d5c7bfa,0.4986111111111111,0.0,0
4320f92b83b5a29058f18798beaad3d3,0.5729946473783437,0.16666666666666666,0
b5ff06ec1b8f6850d5d38738dc4bcb2d,0.5387635756056809,0.2,0
964668b1dbb9c11036e3d383f396194b,0.5485380116959064,0.0,0
f92e75561b0d8294b37020e6b04bcb23,0.6582609699141958,0.0,0
9deabc081b7380108321311d0d4bcb2b,0.49878306878306883,0.0,0
3bc3c9691b3c2c10b8ec33fccc4bcb02,0.5737573099415205,0.0,0
ad8a513b33f06614a0c67c845d5c7baa,0.6097404970760234,0.0,0
06e2fa4f33f8aed0a0c67c845d5c7bff,0.47411095848595847,0.0,0
73dab8081b7380108321311d0d4bcbf6,0.5010995948495949,0.0,0
2411352383c6529058f18798beaad359,0.4947760572760572,0.0,0
51af4623c39adad01a9c742a0501311c,0.5497835497835497,0.0,0
b669b6641bde7510b37020e6b04bcb7c,0.5678138528138528,0.2,0
2aa974631b49a910b37020e6b04bcbb6,0.7955,0.2,0
b41b34881b7380108321311d0d4bcb09,0.6077277014777015,0.0,0
e500daec1b8f6850d5d38738dc4bcb85,0.6560317460317461,0.25,0
06a77fa687c76550852d0e170cbb35ad,0.665489417989418,0.25,0
0f6a34441b7380108321311d0d4bcb2c,0.5646915584415584,0.0,0
57377bcc33c51e10a0c67c845d5c7b57,0.6128373015873017,0.0,0
589a74841b7380108321311d0d4bcb6f,0.5157163742690059,0.0,0
37ff0aec1b8f6850d5d38738dc4bcb6c,0.5665979853479853,0.0,0
388abc441b7380108321311d0d4bcbfe,0.5077607212475633,0.0,0
39dab4081b7380108321311d0d4bcbcd,0.381390977443609,0.0,0
f7648c85c3a6d6141a9c742a050131ff,0.39596560846560847,0.0,0
0d8afc441b7380108321311d0d4bcb00,0.5464412153750389,0.0,0
c83138821b91e9101c3ddc6fcc4bcbe7,0.6788690476190476,0.0,0
9040decd1b9c7910d1f74119b04bcb62,0.5948616946778711,0.0,0
dab7f1ee334066d06049b4646d5c7bae,0.5775171179582944,0.0,0
add65d5c33b492d0a0c67c845d5c7bc5,0.574723778400249,0.0,0
ddaafc841b7380108321311d0d4bcb52,0.6065631808278866,0.0,0
b8e8c1681bedb410a18b311d0d4bcb39,0.6523525980192646,0.4,0
ea5afa29831ed2d058f18798beaad3f3,0.6842166199813258,0.4,0
93de2bb7c37922901a9c742a05013147,0.5493827160493827,0.3333333333333333,0
e3bab8c41b7380108321311d0d4bcbd6,0.56875,0.0,0
fb9a3c841b7380108321311d0d4bcb8c,0.5044642857142857,0.0,0
0dcf700d1bcb5550b37020e6b04bcb1d,0.47710623961216936,0.0,0
d6daf4081b7380108321311d0d4bcbf7,0.5625,0.0,0
e1761f521bfda5501c3ddc6fcc4bcb82,0.6867818941028659,0.0,0
5a7a78441b7380108321311d0d4bcbdc,0.5292410714285715,0.0,0
4bea70481b7380108321311d0d4bcb22,0.5405192312204508,0.0,0
04ca6f9bdbd6bd10ecfba6bad39619e9,0.4982886904761905,0.0,0
5e7a78441b7380108321311d0d4bcbde,0.47573728354978356,0.0,0
527a78441b7380108321311d0d4bcbe1,0.5120845358345358,0.2,0
60b6f3a8db8c059036e3d383f3961919,0.6524260461760462,0.0,0
bbc1dbf333f8a614a0c67c845d5c7b58,0.5256102693602693,0.0,0
27dab8081b7380108321311d0d4bcb1f,0.6391774891774892,0.0,0
e97f67061b642c10b8ec33fccc4bcbe6,0.5342352092352093,0.0,0
2ba7b71083fa129058f18798beaad3f9,0.46872294372294376,0.0,0
3c4d22adc3a392d01a9c742a050131c7,0.6715850815850816,0.5,0
82cafcc41b7380108321311d0d4bcbc7,0.7155555555555555,0.5,0
c81052201bcf6850d5d38738dc4bcb46,0.6906893106893106,0.5,0
549a74841b7380108321311d0d4bcb7f,0.455842458307135,0.6363636363636364,0
b8d507781bfb1550d1f74119b04bcbc3,0.49361055611055604,0.0,0
6dc03c6b1b2641909d4e21fc274bcbcd,0.5576695526695526,0.0,0
ba5459a91b1d78909d4e21fc274bcbf6,0.6325916305916306,0.0,0
3ea43ce5dbf1e01036e3d383f396196d,0.8473487325673157,0.0,0
7b09409433491e10a0c67c845d5c7bc6,0.6281288156288156,0.0,0
31ef05681b32e1101c3ddc6fcc4bcb8b,0.5403198653198653,0.0,0
a90b7c481b7380108321311d0d4bcbfc,0.26129629629629625,0.0,0
7cda34081b7380108321311d0d4bcbf8,0.3787403337403338,0.0,0
fd5b3cc81b7380108321311d0d4bcb95,0.7398625679875679,0.0,0
5fdeae761b6a15141c3ddc6fcc4bcbd8,0.45179843304843303,0.0,0
1b00deec1b8f6850d5d38738dc4bcbab,0.6738493443802873,0.0,0
deca30081b7380108321311d0d4bcb7b,0.5146062271062272,0.0,0
3a923d5fdb7f7510ecfba6bad396196e,0.4567615107508724,0.0,0
55a044501b6f5d90b37020e6b04bcbe5,0.8131726791726791,0.6,0
9998f2061b3139d0d1f74119b04bcb7d,0.8683950617283951,0.75,0
46dd74981bf1f990d1f74119b04bcb1e,0.832979797979798,0.75,0
0f3b56b01b3665101c3ddc6fcc4bcbe4,0.7686868686868686,0.6,0
5d57bbcc33c51e10a0c67c845d5c7b2c,0.7093152218152218,0.0,0
0870e0d033c91e10a0c67c845d5c7bc7,0.7307017543859649,0.25,0
ed329b75c31da2101a9c742a05013168,0.7525431845607284,0.25,0
880eac8287959550852d0e170cbb35b0,0.6656944444444445,0.25,0
6e56d62e1bd8a9d0d1f74119b04bcb92,0.6786111111111112,0.25,0
058afc441b7380108321311d0d4bcb05,0.5674107142857143,0.0,0
7579d6c0331b86d4a0c67c845d5c7bb5,0.5091035310893467,0.0,0
02abe0c51ba349d0a18b311d0d4bcbe1,0.603300395256917,0.2,0
44005aec1b8f6850d5d38738dc4bcb04,0.7136091744512797,0.2,0
15f9c6f933c30650a0c67c845d5c7be6,0.7439779024257924,0.0,0
b5baf4c41b7380108321311d0d4bcbac,0.8473562027834636,0.0,0
489a74841b7380108321311d0d4bcb0c,0.7877687991021325,0.0,0
167ab8441b7380108321311d0d4bcb0f,0.6366927825261158,0.0,0
e71f82c783664e5058f18798beaad370,0.5827533879164314,0.0,0
59f83c1f87cea5d0852d0e170cbb35ad,0.6461805555555556,0.25,0
ed1016201bcf6850d5d38738dc4bcb89,0.7021825396825396,0.25,0
549a74841b7380108321311d0d4bcb6d,0.8028787878787879,0.0,0
ed10d09d83a61a1058f18798beaad32c,0.6124560825647782,0.0,0
9e8c4817c3d5ea101a9c742a0501312c,0.8271978086993175,0.0,0
