Name,Sys ID,record_id,company,company_clean,domain_clean,phone_clean,address_clean,combined_id,merged_ids,reason
12 Points Technologies LLC,C41756,C41756,12 Points Technologies LLC,12 points technologies,,,,12 points technologies;;,C38515;C41756,duplicate company or domain
1-2-5 Computing Services,C47602,C47602,1-2-5 Computing Services,1-2-5 computing services,,,,1-2-5 computing services;;,C25543;C47602,duplicate company or domain
13 Layers LLC,C47603,C47603,13 Layers LLC,13 layers,,,,13 layers;;,C35740;C47603,duplicate company or domain
1st Class Hosting. LLC,C39505,C39505,1st Class Hosting. LLC,1st class hosting,,,,1st class hosting;;,C39505;C43464,duplicate company or domain
"2 Redundant, LLC",C47607,C47607,"2 Redundant, LLC",2 redundant,,,,2 redundant;;,C23582;C47607,duplicate company or domain
24/7 Networks,C47609,C47609,24/7 Networks,24/7 networks,,,,24/7 networks;;,C40944;C47609,duplicate company or domain
"2W Technologies, INC",C43186,C43186,"2W Technologies, INC",2w technologies,,,,2w technologies;;,C28698;C43186,duplicate company or domain
329 Perry St.,C47612,C47612,329 Perry St.,329 perry st,,,,329 perry st;;,C35898;C47612,duplicate company or domain
360 Tech Hub Inc,C47613,C47613,360 Tech Hub Inc,360 tech hub,,,,360 tech hub;;,C43001;C47613,duplicate company or domain
"3Fold IT, LLC",C47615,C47615,"3Fold IT, LLC",3fold it,,,,3fold it;;,C23375;C47615,duplicate company or domain
"3GB Technology Solutions, LLC",C47616,C47616,"3GB Technology Solutions, LLC",3gb technology solutions,,,,3gb technology solutions;;,C35736;C47616,duplicate company or domain
"3rd Element Consulting, Inc",C38517,C38517,"3rd Element Consulting, Inc",3rd element consulting,,,,3rd element consulting;;,C27531;C38517,duplicate company or domain
4 Pair Communications LLC,C47618,C47618,4 Pair Communications LLC,4 pair communications,,,,4 pair communications;;,C42261;C47618,duplicate company or domain
"405IT, LLC",C47619,C47619,"405IT, LLC",405it,,,,405it;;,C23913;C47619,duplicate company or domain
"4n2n Solutions, LLC",C47621,C47621,"4n2n Solutions, LLC",4n2n solutions,,,,4n2n solutions;;,C26067;C47621,duplicate company or domain
5 Fold Technologies,C47622,C47622,5 Fold Technologies,5 fold technologies,,,,5 fold technologies;;,C36130;C47622,duplicate company or domain
5280 Digital Inc,C47624,C47624,5280 Digital Inc,5280 digital,,,,5280 digital;;,C28606;C47624,duplicate company or domain
"5i Solutions, Inc",C33585,C33585,"5i Solutions, Inc",5i solutions,,,,5i solutions;;,C33585;C47625,duplicate company or domain
79 Ratio,C47628,C47628,79 Ratio,79 ratio,,,,79 ratio;;,C24744;C47628,duplicate company or domain
813594 Enterprises LLC,C47629,C47629,813594 Enterprises LLC,813594 enterprises,,,,813594 enterprises;;,C40643;C47629,duplicate company or domain
91d3on Mining,C47635,C47635,91d3on Mining,91d3on mining,,,,91d3on mining;;,C25448;C47635,duplicate company or domain
A & H Technology Group,C38028,C38028,A & H Technology Group,a and h technology group,,,,a and h technology group;;,C27557;C38028,duplicate company or domain
A&J Technologies,C47637,C47637,A&J Technologies,a and j technologies,,,,a and j technologies;;,C34775;C47637,duplicate company or domain
A/V Dorks,C47639,C47639,A/V Dorks,a/v dorks,,,,a/v dorks;;,C25852;C47639,duplicate company or domain
A+ Datacomm,C47640,C47640,A+ Datacomm,a datacomm,,,,a datacomm;;,C35863;C47640,duplicate company or domain
"A1 Cleveland Service Agency, Inc.",C47642,C47642,"A1 Cleveland Service Agency, Inc.",a1 cleveland service agency,,,,a1 cleveland service agency;;,C23997;C47642,duplicate company or domain
A2U,C47643,C47643,A2U,a2u,,,,a2u;;,C26877;C47643,duplicate company or domain
A3 IT Solutions,C47644,C47644,A3 IT Solutions,a3 it solutions,,,,a3 it solutions;;,C30021;C47644,duplicate company or domain
"A3 Utah, LLC.",C21536,C21536,"A3 Utah, LLC.",a3 utah,,,,a3 utah;;,C21536;C47645,duplicate company or domain
Abacus Computers Inc.,C47648,C47648,Abacus Computers Inc.,abacus computers,,,,abacus computers;;,C47647;C47648,duplicate company or domain
Abacus Quality System Services Inc,C47649,C47649,Abacus Quality System Services Inc,abacus quality system services,,,,abacus quality system services;;,C43283;C47649,duplicate company or domain
"Abba Technologies, Inc.",C47650,C47650,"Abba Technologies, Inc.",abba technologies,,,,abba technologies;;,C29932;C47650,duplicate company or domain
ABD Technology Inc,C47651,C47651,ABD Technology Inc,abd technology,,,,abd technology;;,C43520;C47651,duplicate company or domain
Abidance Consulting,C47652,C47652,Abidance Consulting,abidance consulting,,,,abidance consulting;;,C23463;C47652,duplicate company or domain
AbovePoint Technologies,C47653,C47653,AbovePoint Technologies,abovepoint technologies,,,,abovepoint technologies;;,C23605;C47653,duplicate company or domain
Abrahams Consulting LLC,C47655,C47655,Abrahams Consulting LLC,abrahams consulting,,,,abrahams consulting;;,C36908;C47655,duplicate company or domain
"Absolut IT, LLC",C47657,C47657,"Absolut IT, LLC",absolut it,,,,absolut it;;,C25636;C47657,duplicate company or domain
Absolute Business Solutions LLC,C39520,C39520,Absolute Business Solutions LLC,absolute business solutions,,,,absolute business solutions;;,C39520;C46121,duplicate company or domain
Abtech Technologies,C46521,C46521,Abtech Technologies,abtech technologies,,,,abtech technologies;;,C26641;C46521,duplicate company or domain
"ACANTHUS TECHNOLOGY, LLC",C39066,C39066,"ACANTHUS TECHNOLOGY, LLC",acanthus technology,,,,acanthus technology;;,C24641;C39066,duplicate company or domain
"Accel Technology Group, LLC",C47659,C47659,"Accel Technology Group, LLC",accel technology group,,,,accel technology group;;,C39523;C47659,duplicate company or domain
ACCESS NETWORKS INC.,C39527,C39527,ACCESS NETWORKS INC.,access networks,,,,access networks;;,C39526;C39527;C51408,duplicate company or domain
"ACCESS NETWORKS, INC.",C51408,C51408,"ACCESS NETWORKS, INC.",access networks,,,,access networks;;,C39526;C39527;C51408,duplicate company or domain
Access Systems,C43845,C43845,Access Systems,access systems,,,,access systems;;,C32952;C35339;C43845,duplicate company or domain
"Access Systems, Inc.",C32952,C32952,"Access Systems, Inc.",access systems,,,,access systems;;,C32952;C35339;C43845,duplicate company or domain
Accounting Technology Specialists,C47664,C47664,Accounting Technology Specialists,accounting technology specialists,,,,accounting technology specialists;;,C42898;C47664,duplicate company or domain
Accutek Technologies,C47665,C47665,Accutek Technologies,accutek technologies,,,,accutek technologies;;,C35980;C47665,duplicate company or domain
Achieve Networks,C47666,C47666,Achieve Networks,achieve networks,,,,achieve networks;;,C26884;C47666,duplicate company or domain
Acmera Corporation,C47667,C47667,Acmera Corporation,acmera,,,,acmera;;,C33028;C47667,duplicate company or domain
ACP Technologies,C47668,C47668,ACP Technologies,acp technologies,,,,acp technologies;;,C29001;C47668,duplicate company or domain
"Action Computer Services, LLC",C41598,C41598,"Action Computer Services, LLC",action computer services,,,,action computer services;;,C37396;C41598,duplicate company or domain
Action Network Solutions,C47671,C47671,Action Network Solutions,action network solutions,,,,action network solutions;;,C21548;C47671,duplicate company or domain
"Action Technology Services, Inc.",C47672,C47672,"Action Technology Services, Inc.",action technology services,,,,action technology services;;,C25563;C47672,duplicate company or domain
Active Networks,C47673,C47673,Active Networks,active networks,,,,active networks;;,C33105;C45977;C47673,duplicate company or domain
"Active Networks, LLC",C45977,C45977,"Active Networks, LLC",active networks,,,,active networks;;,C33105;C45977;C47673,duplicate company or domain
"Active Remote Management & Support Services, LLC.",C47674,C47674,"Active Remote Management & Support Services, LLC.",active remote management and support services,,,,active remote management and support services;;,C31796;C47674,duplicate company or domain
"Acture Solutions, Inc.",C36555,C36555,"Acture Solutions, Inc.",acture solutions,,,,acture solutions;;,C36555;C45458,duplicate company or domain
Acumen Consulting,C47675,C47675,Acumen Consulting,acumen consulting,,,,acumen consulting;;,C28316;C47675,duplicate company or domain
Adam D Technology,C47676,C47676,Adam D Technology,adam d technology,,,,adam d technology;;,C30835;C47676,duplicate company or domain
"Adam Gross, Inc.",C47677,C47677,"Adam Gross, Inc.",adam gross,,,,adam gross;;,C24386;C47677,duplicate company or domain
Adams,C47678,C47678,Adams,adams,,,,adams;;,C24723;C47678,duplicate company or domain
"Adaptive Technology Solutions, LLC",C24246,C24246,"Adaptive Technology Solutions, LLC",adaptive technology solutions,,,,adaptive technology solutions;;,C24246;C39068,duplicate company or domain
ADC,C40697,C40697,ADC,adc,,,,adc;;,C38033;C40697,duplicate company or domain
"Adeara, Inc",C47680,C47680,"Adeara, Inc",adeara,,,,adeara;;,C26315;C47680,duplicate company or domain
Adela Technologies,C47681,C47681,Adela Technologies,adela technologies,,,,adela technologies;;,C27951;C47681,duplicate company or domain
"ADNET Technologies, Inc",C47683,C47683,"ADNET Technologies, Inc",adnet technologies,,,,adnet technologies;;,C24845;C47683,duplicate company or domain
adnet. inc,C38713,C38713,adnet. inc,adnet,,,,adnet;;,C38713;C42384,duplicate company or domain
Adrytech. LLC,C39533,C39533,Adrytech. LLC,adrytech,,,,adrytech;;,C39533;C47684,duplicate company or domain
"ADS Network Solutions, Inc.",C47685,C47685,"ADS Network Solutions, Inc.",ads network solutions,,,,ads network solutions;;,C30318;C47685,duplicate company or domain
"Adtel Solutions, Inc.",C47686,C47686,"Adtel Solutions, Inc.",adtel solutions,,,,adtel solutions;;,C33635;C47686,duplicate company or domain
Advance2000 inc.,C31505,C31505,Advance2000 inc.,advance2000,,,,advance2000;;,C31505;C51405,duplicate company or domain
Advanced Automation. Inc,C39535,C39535,Advanced Automation. Inc,advanced automation,,,,advanced automation;;,C37640;C39535,duplicate company or domain
"Advanced Business Technology, Inc.",C37134,C37134,"Advanced Business Technology, Inc.",advanced business technology,,,,advanced business technology;;,C24862;C37134;C47688,duplicate company or domain
"Advanced Business Technology, Inc.",C47688,C47688,"Advanced Business Technology, Inc.",advanced business technology,,,,advanced business technology;;,C24862;C37134;C47688,duplicate company or domain
ADVANCED COMMUNICATIONS,C47689,C47689,ADVANCED COMMUNICATIONS,advanced communications,,,,advanced communications;;,C21560;C29496;C32349;C47689,duplicate company or domain
Advanced Communications LLC,C29496,C29496,Advanced Communications LLC,advanced communications,,,,advanced communications;;,C21560;C29496;C32349;C47689,duplicate company or domain
"Advanced Communications, Inc.",C32349,C32349,"Advanced Communications, Inc.",advanced communications,,,,advanced communications;;,C21560;C29496;C32349;C47689,duplicate company or domain
"Advanced Computer Concepts, Inc",C45461,C45461,"Advanced Computer Concepts, Inc",advanced computer concepts,,,,advanced computer concepts;;,C32092;C45461,duplicate company or domain
ADVANCED COMPUTER ELECTRONICS INC,C47690,C47690,ADVANCED COMPUTER ELECTRONICS INC,advanced computer electronics,,,,advanced computer electronics;;,C29439;C47690,duplicate company or domain
"Advanced Consulting Enterprises, Inc.",C31837,C31837,"Advanced Consulting Enterprises, Inc.",advanced consulting enterprises,,,,advanced consulting enterprises;;,C31837;C41698,duplicate company or domain
Advanced Hospitality Technologies,C47691,C47691,Advanced Hospitality Technologies,advanced hospitality technologies,,,,advanced hospitality technologies;;,C31269;C47691,duplicate company or domain
"Advanced Industrial Devices, Inc. DBA DominoComp, Inc.",C47692,C47692,"Advanced Industrial Devices, Inc. DBA DominoComp, Inc.",advanced industrial devices dominocomp,,,,advanced industrial devices dominocomp;;,C31714;C47692,duplicate company or domain
"Advanced IT Concepts, Inc.",C38667,C38667,"Advanced IT Concepts, Inc.",advanced it concepts,,,,advanced it concepts;;,C22845;C38667,duplicate company or domain
Advanced IT LLC,C44845,C44845,Advanced IT LLC,advanced it,,,,advanced it;;,C38037;C44845,duplicate company or domain
Advanced Logic Industries,C47694,C47694,Advanced Logic Industries,advanced logic industries,,,,advanced logic industries;;,C31521;C47694,duplicate company or domain
"Advanced Network Consultants, Inc",C47695,C47695,"Advanced Network Consultants, Inc",advanced network consultants,,,,advanced network consultants;;,C36910;C47695,duplicate company or domain
Advanced Network Professionals,C47696,C47696,Advanced Network Professionals,advanced network professionals,,,,advanced network professionals;;,C24974;C47696,duplicate company or domain
"Advanced Network Solutions, LLC",C31293,C31293,"Advanced Network Solutions, LLC",advanced network solutions,,,,advanced network solutions;;,C31293;C39252,duplicate company or domain
Advanced Networks Inc,C41270,C41270,Advanced Networks Inc,advanced networks,,,,advanced networks;;,C41270;C47307,duplicate company or domain
Advanced Office Systems,C47697,C47697,Advanced Office Systems,advanced office systems,,,,advanced office systems;;,C25686;C28399;C47697,duplicate company or domain
"Advanced Office Systems, Inc.",C25686,C25686,"Advanced Office Systems, Inc.",advanced office systems,,,,advanced office systems;;,C25686;C28399;C47697,duplicate company or domain
Advanced Productivity Computing,C34111,C34111,Advanced Productivity Computing,advanced productivity computing,,,,advanced productivity computing;;,C24337;C34111,duplicate company or domain
"Advanced Solutions, Inc.",C45872,C45872,"Advanced Solutions, Inc.",advanced solutions,,,,advanced solutions;;,C45872;C51775,duplicate company or domain
"Advanced Tech Solutions, Inc",C47698,C47698,"Advanced Tech Solutions, Inc",advanced tech solutions,,,,advanced tech solutions;;,C25406;C47698,duplicate company or domain
ADVANSIGHT,C47700,C47700,ADVANSIGHT,advansight,,,,advansight;;,C31057;C47700,duplicate company or domain
Advantage Technology LLC,C37992,C37992,Advantage Technology LLC,advantage technology,,,,advantage technology;;,C34235;C37992,duplicate company or domain
AdvanTech,C39266,C39266,AdvanTech,advantech,,,,advantech;;,C26974;C39266,duplicate company or domain
Aegis Innovators -,C36202,C36202,Aegis Innovators -,aegis innovators,,,,aegis innovators;;,C36202;C47702,duplicate company or domain
"AF Technical Resources, LLC",C23401,C23401,"AF Technical Resources, LLC",af technical resources,,,,af technical resources;;,C23401;C39071,duplicate company or domain
Affant Network Services,C47707,C47707,Affant Network Services,affant network services,,,,affant network services;;,C27251;C47707,duplicate company or domain
"Affigent, LLC",C47708,C47708,"Affigent, LLC",affigent,,,,affigent;;,C29791;C47708,duplicate company or domain
"affinity Computer Masters, LLC",C47709,C47709,"affinity Computer Masters, LLC",affinity computer masters,,,,affinity computer masters;;,C23904;C47709,duplicate company or domain
Affinity Technology Group LLC,C47710,C47710,Affinity Technology Group LLC,affinity technology group,,,,affinity technology group;;,C35193;C47710,duplicate company or domain
Afia Health,C47712,C47712,Afia Health,afia health,,,,afia health;;,C24307;C47712,duplicate company or domain
AGC,C47715,C47715,AGC,agc,,,,agc;;,C25142;C47715,duplicate company or domain
"Agent Services, Inc",C47716,C47716,"Agent Services, Inc",agent services,,,,agent services;;,C25144;C47716,duplicate company or domain
Agile IT Inc,C35049,C35049,Agile IT Inc,agile it,,,,agile it;;,C35049;C47308,duplicate company or domain
Agility Integration Corporation,C47718,C47718,Agility Integration Corporation,agility integration,,,,agility integration;;,C32234;C47718,duplicate company or domain
"Agio, LLC",C28409,C28409,"Agio, LLC",agio,,,,agio;;,C28409;C39543,duplicate company or domain
Ago Logistics Inc,C47720,C47720,Ago Logistics Inc,ago logistics,,,,ago logistics;;,C34712;C47720,duplicate company or domain
"AHEAD, Inc.",C47721,C47721,"AHEAD, Inc.",ahead,,,,ahead;;,C25260;C47721,duplicate company or domain
AirGap Labs LLC,C23207,C23207,AirGap Labs LLC,airgap labs,,,,airgap labs;;,C23207;C47726,duplicate company or domain
Airspeed Wireless Networks LLC dba The Cloud Tech Store,C47727,C47727,Airspeed Wireless Networks LLC dba The Cloud Tech Store,airspeed wireless networks the cloud tech store,,,,airspeed wireless networks the cloud tech store;;,C42166;C47727,duplicate company or domain
"Akerley Technologies, Inc",C47730,C47730,"Akerley Technologies, Inc",akerley technologies,,,,akerley technologies;;,C36742;C47730,duplicate company or domain
"Akira Technologies, Inc",C36909,C36909,"Akira Technologies, Inc",akira technologies,,,,akira technologies;;,C27126;C36909,duplicate company or domain
"AlarmPro, LLC",C47731,C47731,"AlarmPro, LLC",alarmpro,,,,alarmpro;;,C40820;C47731,duplicate company or domain
AlasConnect,C47732,C47732,AlasConnect,alasconnect,,,,alasconnect;;,C45966;C47732,duplicate company or domain
"Alchemy Technology Group, LLC",C23541,C23541,"Alchemy Technology Group, LLC",alchemy technology group,,,,alchemy technology group;;,C23541;C47733,duplicate company or domain
"Alice Computerworks, Corp.",C47734,C47734,"Alice Computerworks, Corp.",alice computerworks,,,,alice computerworks;;,C30830;C47734,duplicate company or domain
Alive-Net Technology Soutions,C47735,C47735,Alive-Net Technology Soutions,alive-net technology soutions,,,,alive-net technology soutions;;,C24335;C47735,duplicate company or domain
"All Computer Needs, LLC",C51599,C51599,"All Computer Needs, LLC",all computer needs,,,,all computer needs;;,C51584;C51599,duplicate company or domain
"All Computer Solutions, Inc",C25856,C25856,"All Computer Solutions, Inc",all computer solutions,,,,all computer solutions;;,C25856;C29643,duplicate company or domain
"All Covered, Inc.",C29211,C29211,"All Covered, Inc.",all covered,,,,all covered;;,C27193;C29211,duplicate company or domain
All in IT inc,C47739,C47739,All in IT inc,all in it,,,,all in it;;,C45300;C46260;C47739,duplicate company or domain
"All in IT, LLC",C45300,C45300,"All in IT, LLC",all in it,,,,all in it;;,C45300;C46260;C47739,duplicate company or domain
All Lines Technology,C47740,C47740,All Lines Technology,all lines technology,,,,all lines technology;;,C27734;C47740,duplicate company or domain
"Allegiant Networks, LLC",C43866,C43866,"Allegiant Networks, LLC",allegiant networks,,,,allegiant networks;;,C25009;C43866,duplicate company or domain
ALLIANCE TECHNOLOGIES LLC,C39546,C39546,ALLIANCE TECHNOLOGIES LLC,alliance technologies,,,,alliance technologies;;,C25475;C39546,duplicate company or domain
Alliance Technology Group,C47744,C47744,Alliance Technology Group,alliance technology group,,,,alliance technology group;;,C29041;C47744,duplicate company or domain
Allied Business Systems Inc.,C21580,C21580,Allied Business Systems Inc.,allied business systems,,,,allied business systems;;,C21579;C21580,duplicate company or domain
"Allied Network Solutions, Inc.",C47745,C47745,"Allied Network Solutions, Inc.",allied network solutions,,,,allied network solutions;;,C25098;C47745,duplicate company or domain
Allied Telecom Group,C35916,C35916,Allied Telecom Group,allied telecom group,,,,allied telecom group;;,C35396;C35916;C47746,duplicate company or domain
Allied Telecom Group,C47746,C47746,Allied Telecom Group,allied telecom group,,,,allied telecom group;;,C35396;C35916;C47746,duplicate company or domain
AllMac LLC,C47747,C47747,AllMac LLC,allmac,,,,allmac;;,C34460;C47747,duplicate company or domain
Ally Technologies LLC,C46422,C46422,Ally Technologies LLC,ally technologies,,,,ally technologies;;,C46422;C47749,duplicate company or domain
Alpha & Omega Services,C47750,C47750,Alpha & Omega Services,alpha and omega services,,,,alpha and omega services;;,C23578;C47750,duplicate company or domain
Alpha Wireless,C47753,C47753,Alpha Wireless,alpha wireless,,,,alpha wireless;;,C24328;C47753,duplicate company or domain
Alphaserve Technologies,C47754,C47754,Alphaserve Technologies,alphaserve technologies,,,,alphaserve technologies;;,C34832;C47754,duplicate company or domain
Altabos,C47755,C47755,Altabos,altabos,,,,altabos;;,C38609;C47755,duplicate company or domain
"ALTEC Solutions Group, Inc",C47757,C47757,"ALTEC Solutions Group, Inc",altec solutions group,,,,altec solutions group;;,C43129;C47757,duplicate company or domain
Alterego Technology LLC,C47760,C47760,Alterego Technology LLC,alterego technology,,,,alterego technology;;,C42692;C47760,duplicate company or domain
"Alternative Information Systems, Inc",C45468,C45468,"Alternative Information Systems, Inc",alternative information systems,,,,alternative information systems;;,C30753;C45468,duplicate company or domain
"Alterra Networks, LLC",C47761,C47761,"Alterra Networks, LLC",alterra networks,,,,alterra networks;;,C34113;C47761,duplicate company or domain
Altitude Unlimited Inc,C41288,C41288,Altitude Unlimited Inc,altitude unlimited,,,,altitude unlimited;;,C39329;C41288,duplicate company or domain
Alto Layer,C47762,C47762,Alto Layer,alto layer,,,,alto layer;;,C23618;C47762,duplicate company or domain
Alucid LLC,C47763,C47763,Alucid LLC,alucid,,,,alucid;;,C23523;C47763,duplicate company or domain
Alvarez LLC,C36812,C36812,Alvarez LLC,alvarez,,,,alvarez;;,C36811;C36812;C47764,duplicate company or domain
Alvarez LLC,C47764,C47764,Alvarez LLC,alvarez,,,,alvarez;;,C36811;C36812;C47764,duplicate company or domain
Amdex Computer Inc,C47769,C47769,Amdex Computer Inc,amdex computer,,,,amdex computer;;,C31830;C47769,duplicate company or domain
"American Computer Associates, Inc.",C47770,C47770,"American Computer Associates, Inc.",american computer associates,,,,american computer associates;;,C31206;C47770,duplicate company or domain
American Digital Corporation,C37428,C37428,American Digital Corporation,american digital,,,,american digital;;,C25263;C37428,duplicate company or domain
American Digital Satellite,C47772,C47772,American Digital Satellite,american digital satellite,,,,american digital satellite;;,C41793;C47772,duplicate company or domain
"American Frontier, LLC",C41522,C41522,"American Frontier, LLC",american frontier,,,,american frontier;;,C34240;C41522,duplicate company or domain
American PCS Inc,C47775,C47775,American PCS Inc,american pcs,,,,american pcs;;,C24454;C47775,duplicate company or domain
American Systems Corporation,C46525,C46525,American Systems Corporation,american systems,,,,american systems;;,C26639;C46525,duplicate company or domain
"American Technology Solutions, Inc.",C21588,C21588,"American Technology Solutions, Inc.",american technology solutions,,,,american technology solutions;;,C21588;C38045,duplicate company or domain
"Ametrade, Inc.",C47778,C47778,"Ametrade, Inc.",ametrade,,,,ametrade;;,C25742;C47778,duplicate company or domain
AMG Technology Investment Group,C47779,C47779,AMG Technology Investment Group,amg technology investment group,,,,amg technology investment group;;,C23807;C47779,duplicate company or domain
Ammolite Technology (USA) Ltd.,C47781,C47781,Ammolite Technology (USA) Ltd.,ammolite technology usa,,,,ammolite technology usa;;,C41185;C47781,duplicate company or domain
Ampito Group Inc.,C51649,C51649,Ampito Group Inc.,ampito group,,,,ampito group;;,C25670;C51649,duplicate company or domain
Amplitel Technologies,C47783,C47783,Amplitel Technologies,amplitel technologies,,,,amplitel technologies;;,C23434;C47783,duplicate company or domain
AMS-Technica JV LLC d/b/a Solantis,C47784,C47784,AMS-Technica JV LLC d/b/a Solantis,ams-technica jv solantis,,,,ams-technica jv solantis;;,C40971;C47784,duplicate company or domain
"Amsys Innovative Solutions, LLC",C47785,C47785,"Amsys Innovative Solutions, LLC",amsys innovative solutions,,,,amsys innovative solutions;;,C23734;C47785,duplicate company or domain
AMT TEL LLC,C47786,C47786,AMT TEL LLC,amt tel,,,,amt tel;;,C43322;C47786,duplicate company or domain
Anchor Systems,C47787,C47787,Anchor Systems,anchor systems,,,,anchor systems;;,C41556;C47787,duplicate company or domain
ANDERSON COMMERCIAL SERVICES,C47788,C47788,ANDERSON COMMERCIAL SERVICES,anderson commercial services,,,,anderson commercial services;;,C24409;C47788,duplicate company or domain
ANEITC Inc.,C47789,C47789,ANEITC Inc.,aneitc,,,,aneitc;;,C36687;C47789,duplicate company or domain
ANET: Adaptive Network Enterprise Technologies.,C47790,C47790,ANET: Adaptive Network Enterprise Technologies.,anet adaptive network enterprise technologies,,,,anet adaptive network enterprise technologies;;,C23558;C47790,duplicate company or domain
Angell Business Communications,C47791,C47791,Angell Business Communications,angell business communications,,,,angell business communications;;,C23923;C47791,duplicate company or domain
"ANIXTER, INC.",C22854,C22854,"ANIXTER, INC.",anixter,,,,anixter;;,C22854;C47793,duplicate company or domain
Anthem Technology,C45873,C45873,Anthem Technology,anthem technology,,,,anthem technology;;,C23745;C45873,duplicate company or domain
"Antropy, Inc",C47797,C47797,"Antropy, Inc",antropy,,,,antropy;;,C35667;C47797,duplicate company or domain
"Anvil Works, LLC",C43065,C43065,"Anvil Works, LLC",anvil works,,,,anvil works;;,C43065;C47798,duplicate company or domain
AOSS INC HOUSTON,C47799,C47799,AOSS INC HOUSTON,aoss houston,,,,aoss houston;;,C41345;C47799,duplicate company or domain
"APCOM Computer Consultants, Inc.",C45820,C45820,"APCOM Computer Consultants, Inc.",apcom computer consultants,,,,apcom computer consultants;;,C39558;C45820,duplicate company or domain
Apex Technology Services,C47800,C47800,Apex Technology Services,apex technology services,,,,apex technology services;;,C39259;C47800,duplicate company or domain
Apollo Data Systems Inc,C47802,C47802,Apollo Data Systems Inc,apollo data systems,,,,apollo data systems;;,C43376;C47802,duplicate company or domain
Applied Connective Technologies,C47803,C47803,Applied Connective Technologies,applied connective technologies,,,,applied connective technologies;;,C36854;C47803,duplicate company or domain
Applied Tech,C34873,C34873,Applied Tech,applied tech,,,,applied tech;;,C21797;C34873;C46714,duplicate company or domain
Applied Tech,C46714,C46714,Applied Tech,applied tech,,,,applied tech;;,C21797;C34873;C46714,duplicate company or domain
"Applied Technology Group, Inc",C32783,C32783,"Applied Technology Group, Inc",applied technology group,,,,applied technology group;;,C30601;C32783,duplicate company or domain
Applied Technology Solutions Inc.,C33546,C33546,Applied Technology Solutions Inc.,applied technology solutions,,,,applied technology solutions;;,C32906;C33546,duplicate company or domain
AppSavi,C47804,C47804,AppSavi,appsavi,,,,appsavi;;,C35912;C47804,duplicate company or domain
"AppSmart CSP, Inc.",C47805,C47805,"AppSmart CSP, Inc.",appsmart csp,,,,appsmart csp;;,C41881;C47805,duplicate company or domain
AppTrap Games LLC dba Kenneth Quick Solutions,C47807,C47807,AppTrap Games LLC dba Kenneth Quick Solutions,apptrap games kenneth quick solutions,,,,apptrap games kenneth quick solutions;;,C43373;C47807,duplicate company or domain
aptLogiX LLC,C23572,C23572,aptLogiX LLC,aptlogix,,,,aptlogix;;,C23572;C39565,duplicate company or domain
Aquila Inc,C37083,C37083,Aquila Inc,aquila,,,,aquila;;,C25425;C37083,duplicate company or domain
"Arbor Solutions, Inc",C47809,C47809,"Arbor Solutions, Inc",arbor solutions,,,,arbor solutions;;,C24281;C47809,duplicate company or domain
Arc Technologies Group,C40642,C40642,Arc Technologies Group,arc technologies group,,,,arc technologies group;;,C36051;C40642,duplicate company or domain
Archer Integration,C47810,C47810,Archer Integration,archer integration,,,,archer integration;;,C31916;C47810,duplicate company or domain
Archimedes Consulting LLC,C47811,C47811,Archimedes Consulting LLC,archimedes consulting,,,,archimedes consulting;;,C42469;C47811,duplicate company or domain
Archsys Incorporated,C47812,C47812,Archsys Incorporated,archsys,,,,archsys;;,C23444;C47812,duplicate company or domain
Ardent Technologies,C47813,C47813,Ardent Technologies,ardent technologies,,,,ardent technologies;;,C28065;C47813,duplicate company or domain
Ardetech Industries Inc.,C47814,C47814,Ardetech Industries Inc.,ardetech industries,,,,ardetech industries;;,C23475;C47814,duplicate company or domain
Arete Associates,C47815,C47815,Arete Associates,arete associates,,,,arete associates;;,C30910;C47815,duplicate company or domain
ARH Development Inc,C47817,C47817,ARH Development Inc,arh development,,,,arh development;;,C39489;C47817,duplicate company or domain
"ariel technology solutions, inc",C47819,C47819,"ariel technology solutions, inc",ariel technology solutions,,,,ariel technology solutions;;,C24995;C47819,duplicate company or domain
ArisAlex,C47820,C47820,ArisAlex,arisalex,,,,arisalex;;,C43516;C47820,duplicate company or domain
"Arista Networks, Ltd.",C36226,C36226,"Arista Networks, Ltd.",arista networks,,,,arista networks;;,C21608;C36226,duplicate company or domain
Arizona Hosted Services LLC,C47821,C47821,Arizona Hosted Services LLC,arizona hosted services,,,,arizona hosted services;;,C34673;C47821,duplicate company or domain
Arkansas Network Experts LLC,C47822,C47822,Arkansas Network Experts LLC,arkansas network experts,,,,arkansas network experts;;,C40545;C47822,duplicate company or domain
"Armada Technology Group, LLC",C47823,C47823,"Armada Technology Group, LLC",armada technology group,,,,armada technology group;;,C34468;C47823,duplicate company or domain
Array Networks,C47323,C47323,Array Networks,array networks,,,,array networks;;,C35341;C47323,duplicate company or domain
ARX Networks Corporation,C47829,C47829,ARX Networks Corporation,arx networks,,,,arx networks;;,C27021;C47829,duplicate company or domain
ASA Automotive Systems LLC,C47830,C47830,ASA Automotive Systems LLC,asa automotive systems,,,,asa automotive systems;;,C43470;C47830,duplicate company or domain
"Ascendtech, Inc.",C47831,C47831,"Ascendtech, Inc.",ascendtech,,,,ascendtech;;,C23927;C47831,duplicate company or domain
Ascension IT,C40568,C40568,Ascension IT,ascension it,,,,ascension it;;,C39574;C40568,duplicate company or domain
