Name,Sys ID,record_id,company,company_clean,domain_clean,phone_clean,address_clean,combined_id,merged_ids,reason
Integral Corporation,C38143,C38143,Integral Corporation,integral,,,,integral;;,C38143;C39141,duplicate company or domain
Integrated Business Solutions,C48926,C48926,Integrated Business Solutions,integrated business solutions,,,,integrated business solutions;;,C23336;C48926,duplicate company or domain
Integrated Business Technologies,C48928,C48928,Integrated Business Technologies,integrated business technologies,,,,integrated business technologies;;,C26965;C48928,duplicate company or domain
"Integrated Communication Networks, Inc",C48929,C48929,"Integrated Communication Networks, Inc",integrated communication networks,,,,integrated communication networks;;,C31726;C48929,duplicate company or domain
Integrated Communication Solutions,C36012,C36012,Integrated Communication Solutions,integrated communication solutions,,,,integrated communication solutions;;,C22940;C36012;C48930,duplicate company or domain
Integrated Communication Solutions,C48930,C48930,Integrated Communication Solutions,integrated communication solutions,,,,integrated communication solutions;;,C22940;C36012;C48930,duplicate company or domain
"Integrated Data Storage, LLC",C28894,C28894,"Integrated Data Storage, LLC",integrated data storage,,,,integrated data storage;;,C25258;C28894,duplicate company or domain
"Integrated Document Technologies, Inc",C48931,C48931,"Integrated Document Technologies, Inc",integrated document technologies,,,,integrated document technologies;;,C42352;C48931,duplicate company or domain
"Integrated Health Systems, LLC",C48932,C48932,"Integrated Health Systems, LLC",integrated health systems,,,,integrated health systems;;,C39866;C48932,duplicate company or domain
Integrated Services Group,C48933,C48933,Integrated Services Group,integrated services group,,,,integrated services group;;,C36735;C48933,duplicate company or domain
"Integrated Solutions, LLC",C30583,C30583,"Integrated Solutions, LLC",integrated solutions,,,,integrated solutions;;,C30583;C40409,duplicate company or domain
"Integrated Technologies, Inc.",C36466,C36466,"Integrated Technologies, Inc.",integrated technologies,,,,integrated technologies;;,C29649;C36466,duplicate company or domain
Integration Partners Corporation,C39868,C39868,Integration Partners Corporation,integration partners,,,,integration partners;;,C22050;C39868,duplicate company or domain
Integration Technologies,C48934,C48934,Integration Technologies,integration technologies,,,,integration technologies;;,C33160;C34567;C48934,duplicate company or domain
"Integration Technologies, LLC",C34567,C34567,"Integration Technologies, LLC",integration technologies,,,,integration technologies;;,C33160;C34567;C48934,duplicate company or domain
"Integris, LLC.",C22449,C22449,"Integris, LLC.",integris,,,,integris;;,C22449;C46109,duplicate company or domain
"Integriserve, LLC",C48935,C48935,"Integriserve, LLC",integriserve,,,,integriserve;;,C28743;C48935,duplicate company or domain
IntegriTel Inc,C48936,C48936,IntegriTel Inc,integritel,,,,integritel;;,C43008;C48936,duplicate company or domain
"Integrity Computer Services, Inc.",C48937,C48937,"Integrity Computer Services, Inc.",integrity computer services,,,,integrity computer services;;,C24156;C48937,duplicate company or domain
"Integrity Network Services, Inc.",C48938,C48938,"Integrity Network Services, Inc.",integrity network services,,,,integrity network services;;,C32252;C48938,duplicate company or domain
Integrity Network Solutions,C39871,C39871,Integrity Network Solutions,integrity network solutions,,,,integrity network solutions;;,C24550;C39871,duplicate company or domain
Integrity Solutions. Inc,C39872,C39872,Integrity Solutions. Inc,integrity solutions,,,,integrity solutions;;,C39872;C47001,duplicate company or domain
"InTeknia Solutions, LLC",C48942,C48942,"InTeknia Solutions, LLC",inteknia solutions,,,,inteknia solutions;;,C35764;C48942,duplicate company or domain
"Intelisys, Inc.",C46852,C46852,"Intelisys, Inc.",intelisys,,,,intelisys;;,C46851;C46852,duplicate company or domain
IntellecTechs,C48943,C48943,IntellecTechs,intellectechs,,,,intellectechs;;,C26584;C48943,duplicate company or domain
"Intelligent Technology Solutions, LLC",C30591,C30591,"Intelligent Technology Solutions, LLC",intelligent technology solutions,,,,intelligent technology solutions;;,C30591;C39464;C48944,duplicate company or domain
"Intelligent Technology Solutions, LLC",C48944,C48944,"Intelligent Technology Solutions, LLC",intelligent technology solutions,,,,intelligent technology solutions;;,C30591;C39464;C48944,duplicate company or domain
IntelliNet Corporation,C32750,C32750,IntelliNet Corporation,intellinet,,,,intellinet;;,C32750;C46555,duplicate company or domain
"Interactive Automation, Inc.",C48945,C48945,"Interactive Automation, Inc.",interactive automation,,,,interactive automation;;,C25317;C48945,duplicate company or domain
Interactive Network Consultants,C48947,C48947,Interactive Network Consultants,interactive network consultants,,,,interactive network consultants;;,C25169;C48947,duplicate company or domain
Intercom Data Network,C48949,C48949,Intercom Data Network,intercom data network,,,,intercom data network;;,C34278;C48949,duplicate company or domain
"InterDev, LLC",C22943,C22943,"InterDev, LLC",interdev,,,,interdev;;,C22943;C25705,duplicate company or domain
Interface Security Systems,C48950,C48950,Interface Security Systems,interface security systems,,,,interface security systems;;,C22055;C48950,duplicate company or domain
"Interlink, LLC",C42530,C42530,"Interlink, LLC",interlink,,,,interlink;;,C24688;C42530,duplicate company or domain
"International Consulting Group, Inc.",C48952,C48952,"International Consulting Group, Inc.",international consulting group,,,,international consulting group;;,C31313;C48952,duplicate company or domain
"Internet Content Management, Inc.",C48955,C48955,"Internet Content Management, Inc.",internet content management,,,,internet content management;;,C22944;C48955,duplicate company or domain
Internetwork Experts Corporation,C48957,C48957,Internetwork Experts Corporation,internetwork experts,,,,internetwork experts;;,C26778;C48957,duplicate company or domain
Internetworking Consulting & Marketing,C48958,C48958,Internetworking Consulting & Marketing,internetworking consulting and marketing,,,,internetworking consulting and marketing;;,C29168;C48958,duplicate company or domain
"Interstellar Networks, Inc.",C48960,C48960,"Interstellar Networks, Inc.",interstellar networks,,,,interstellar networks;;,C41778;C48960,duplicate company or domain
"InterVision Systems Technologies, Inc",C22060,C22060,"InterVision Systems Technologies, Inc",intervision systems technologies,,,,intervision systems technologies;;,C22060;C48961,duplicate company or domain
"Interweave Technologies, LLC.",C25380,C25380,"Interweave Technologies, LLC.",interweave technologies,,,,interweave technologies;;,C25380;C39877,duplicate company or domain
"IntrapriseTechKnowlogies, LLC",C22062,C22062,"IntrapriseTechKnowlogies, LLC",intraprisetechknowlogies,,,,intraprisetechknowlogies;;,C22062;C48962,duplicate company or domain
Intrepid Telecom Inc,C48963,C48963,Intrepid Telecom Inc,intrepid telecom,,,,intrepid telecom;;,C43524;C48963,duplicate company or domain
Intrust IT,C35894,C35894,Intrust IT,intrust it,,,,intrust it;;,C33167;C35894,duplicate company or domain
inventicomm LLC,C48965,C48965,inventicomm LLC,inventicomm,,,,inventicomm;;,C43163;C48965,duplicate company or domain
Inventivenow,C48966,C48966,Inventivenow,inventivenow,,,,inventivenow;;,C42086;C48966,duplicate company or domain
io south,C48969,C48969,io south,io south,,,,io south;;,C24036;C48969,duplicate company or domain
IOE Technologies,C48970,C48970,IOE Technologies,ioe technologies,,,,ioe technologies;;,C29656;C48970,duplicate company or domain
Ion Networking,C48972,C48972,Ion Networking,ion networking,,,,ion networking;;,C25609;C48972,duplicate company or domain
Iowa Solutions Inc,C48974,C48974,Iowa Solutions Inc,iowa solutions,,,,iowa solutions;;,C27018;C48974,duplicate company or domain
IP PBX Support Inc,C48976,C48976,IP PBX Support Inc,ip pbx support,,,,ip pbx support;;,C25170;C48976,duplicate company or domain
IPConnectX Inc.,C48978,C48978,IPConnectX Inc.,ipconnectx,,,,ipconnectx;;,C38147;C48978,duplicate company or domain
IPM Consulting,C48979,C48979,IPM Consulting,ipm consulting,,,,ipm consulting;;,C36622;C48979,duplicate company or domain
iQ Solutions Group LLC,C48980,C48980,iQ Solutions Group LLC,iq solutions group,,,,iq solutions group;;,C36156;C48980,duplicate company or domain
"Iron Bow Technologies, LLC",C45575,C45575,"Iron Bow Technologies, LLC",iron bow technologies,,,,iron bow technologies;;,C22948;C45575,duplicate company or domain
"IronCloud Technologies, Inc.",C48981,C48981,"IronCloud Technologies, Inc.",ironcloud technologies,,,,ironcloud technologies;;,C24582;C48981,duplicate company or domain
Iron-Tree Data Networks Inc,C39883,C39883,Iron-Tree Data Networks Inc,iron-tree data networks,,,,iron-tree data networks;;,C39883;C48982,duplicate company or domain
IS Consulting Services LLC,C48984,C48984,IS Consulting Services LLC,is consulting services,,,,is consulting services;;,C26143;C48984,duplicate company or domain
"iSecure, LLC",C48985,C48985,"iSecure, LLC",isecure,,,,isecure;;,C25364;C48985,duplicate company or domain
"ISG Technology, Inc. dba Integrated Solutions Group",C37477,C37477,"ISG Technology, Inc. dba Integrated Solutions Group",isg technology integrated solutions group,,,,isg technology integrated solutions group;;,C32840;C37477,duplicate company or domain
"Island Networks, Inc",C48986,C48986,"Island Networks, Inc",island networks,,,,island networks;;,C25573;C48986,duplicate company or domain
Island Time Technologies LLC,C48987,C48987,Island Time Technologies LLC,island time technologies,,,,island time technologies;;,C43372;C48987,duplicate company or domain
"Istonish, Inc.",C48989,C48989,"Istonish, Inc.",istonish,,,,istonish;;,C22071;C48989,duplicate company or domain
isys business Solutions,C48990,C48990,isys business Solutions,isys business solutions,,,,isys business solutions;;,C43281;C48990,duplicate company or domain
IT Assurance,C48991,C48991,IT Assurance,it assurance,,,,it assurance;;,C27732;C48991,duplicate company or domain
"IT Central, LC",C48992,C48992,"IT Central, LC",it central lc,,,,it central lc;;,C24101;C48992,duplicate company or domain
IT Design Consulting,C48994,C48994,IT Design Consulting,it design consulting,,,,it design consulting;;,C24755;C48994,duplicate company or domain
IT Development & Support Inc (DBA: Complete Advance Solutions for Smart Business,C48995,C48995,IT Development & Support Inc (DBA: Complete Advance Solutions for Smart Business,it development and support complete advance solutions for smart business,,,,it development and support complete advance solutions for smart business;;,C35982;C48995,duplicate company or domain
IT Freedom,C48996,C48996,IT Freedom,it freedom,,,,it freedom;;,C23620;C48996,duplicate company or domain
"IT LAB, LLC",C51860,C51860,"IT LAB, LLC",it lab,,,,it lab;;,C51812;C51860,duplicate company or domain
IT Network Solutions,C48999,C48999,IT Network Solutions,it network solutions,,,,it network solutions;;,C25700;C48999,duplicate company or domain
IT Network Systems LLC,C49000,C49000,IT Network Systems LLC,it network systems,,,,it network systems;;,C43284;C49000,duplicate company or domain
IT on Demand,C40366,C40366,IT on Demand,it on demand,,,,it on demand;;,C39892;C40366;C49001,duplicate company or domain
IT on Demand,C49001,C49001,IT on Demand,it on demand,,,,it on demand;;,C39892;C40366;C49001,duplicate company or domain
IT Outlet Inc,C49002,C49002,IT Outlet Inc,it outlet,,,,it outlet;;,C23341;C49002,duplicate company or domain
IT Physicians LLC,C49003,C49003,IT Physicians LLC,it physicians,,,,it physicians;;,C24234;C49003,duplicate company or domain
IT Radix LLC,C51529,C51529,IT Radix LLC,it radix,,,,it radix;;,C34910;C51529,duplicate company or domain
IT Services of Utah Inc.,C36573,C36573,IT Services of Utah Inc.,it services of utah,,,,it services of utah;;,C32104;C36573;C49007,duplicate company or domain
IT Services of Utah Inc.,C49007,C49007,IT Services of Utah Inc.,it services of utah,,,,it services of utah;;,C32104;C36573;C49007,duplicate company or domain
"IT Services, LLC",D00666,D00666,"IT Services, LLC",it services,,,,it services;;,C35500;D00666,duplicate company or domain
IT Solutions,C43571,C43571,IT Solutions,it solutions,,,,it solutions;;,C24414;C34442;C43571,duplicate company or domain
IT Solutions LLC,C24414,C24414,IT Solutions LLC,it solutions,,,,it solutions;;,C24414;C34442;C43571,duplicate company or domain
IT Teck,C49008,C49008,IT Teck,it teck,,,,it teck;;,C36433;C49008,duplicate company or domain
IT Vizion,C49009,C49009,IT Vizion,it vizion,,,,it vizion;;,C43071;C49009,duplicate company or domain
IT Xtreme Concepts LLC,C44652,C44652,IT Xtreme Concepts LLC,it xtreme concepts,,,,it xtreme concepts;;,C23515;C44652,duplicate company or domain
IT Y'ALL,C49010,C49010,IT Y'ALL,it y all,,,,it y all;;,C41357;C49010,duplicate company or domain
IT ZHONE INC,C49011,C49011,IT ZHONE INC,it zhone,,,,it zhone;;,C40467;C49011,duplicate company or domain
"ITC Communications, Inc.",C49014,C49014,"ITC Communications, Inc.",itc communications,,,,itc communications;;,C24481;C49014,duplicate company or domain
"ITConsultants Solutions Group, Inc",C49015,C49015,"ITConsultants Solutions Group, Inc",itconsultants solutions group,,,,itconsultants solutions group;;,C36551;C49015,duplicate company or domain
ITech Stars Inc,C49016,C49016,ITech Stars Inc,itech stars,,,,itech stars;;,C36689;C49016,duplicate company or domain
ITEK SERVICES INC,C49018,C49018,ITEK SERVICES INC,itek services,,,,itek services;;,C43342;C49018,duplicate company or domain
Itek Systems Inc,C49019,C49019,Itek Systems Inc,itek systems,,,,itek systems;;,C35900;C49019,duplicate company or domain
"iTi Communications, LLC",C36515,C36515,"iTi Communications, LLC",iti communications,,,,iti communications;;,C25371;C36515,duplicate company or domain
ITS,C44920,C44920,ITS,its,,,,its;;,C30648;C36992;C44920;C49026;C50766,duplicate company or domain
ITS,C50766,C50766,ITS,its,,,,its;;,C30648;C36992;C44920;C49026;C50766,duplicate company or domain
ITS Equipment Corp,C49023,C49023,ITS Equipment Corp,its equipment,,,,its equipment;;,C29736;C49023,duplicate company or domain
ITS Group Inc.,C49024,C49024,ITS Group Inc.,its group,,,,its group;;,C32464;C45578;C49024,duplicate company or domain
ITS GROUP SA,C45578,C45578,ITS GROUP SA,its group,,,,its group;;,C32464;C45578;C49024,duplicate company or domain
"ITS, Inc.",C30648,C30648,"ITS, Inc.",its,,,,its;;,C30648;C36992;C44920;C49026;C50766,duplicate company or domain
"ITS, Inc.",C49026,C49026,"ITS, Inc.",its,,,,its;;,C30648;C36992;C44920;C49026;C50766,duplicate company or domain
"ITVantage, Inc.",C30487,C30487,"ITVantage, Inc.",itvantage,,,,itvantage;;,C25750;C30487,duplicate company or domain
ITVantix. LLC,C39900,C39900,ITVantix. LLC,itvantix,,,,itvantix;;,C39900;C43798,duplicate company or domain
"IV Solutions Group, Inc.",C32431,C32431,"IV Solutions Group, Inc.",iv solutions group,,,,iv solutions group;;,C26195;C32431,duplicate company or domain
IXConnect LLC,C49031,C49031,IXConnect LLC,ixconnect,,,,ixconnect;;,C35141;C49031,duplicate company or domain
J and J Technical Services,C31598,C31598,J and J Technical Services,j and j technical services,,,,j and j technical services;;,C26370;C31598;C49032,duplicate company or domain
J and J Technical Services,C49032,C49032,J and J Technical Services,j and j technical services,,,,j and j technical services;;,C26370;C31598;C49032,duplicate company or domain
"J R Servicorp, Inc",C49033,C49033,"J R Servicorp, Inc",j r servicorp,,,,j r servicorp;;,C36859;C49033,duplicate company or domain
"J&B Technologies, LLC",C31560,C31560,"J&B Technologies, LLC",j and b technologies,,,,j and b technologies;;,C31560;C38553;D00681,duplicate company or domain
"J&B Technologies, Ltd",D00681,D00681,"J&B Technologies, Ltd",j and b technologies,,,,j and b technologies;;,C31560;C38553;D00681,duplicate company or domain
J&M Systems LLC,C49034,C49034,J&M Systems LLC,j and m systems,,,,j and m systems;;,C29558;C49034,duplicate company or domain
"Jack Henry & Associates, Inc. - Partner Account",C49035,C49035,"Jack Henry & Associates, Inc. - Partner Account",jack henry and associates - partner account,,,,jack henry and associates - partner account;;,C31539;C49035,duplicate company or domain
Jacster Technology,C49038,C49038,Jacster Technology,jacster technology,,,,jacster technology;;,C36438;C49038,duplicate company or domain
James Moore and Co,C49039,C49039,James Moore and Co,james moore and co,,,,james moore and co;;,C43487;C49039,duplicate company or domain
Jared IT Solutions,C49042,C49042,Jared IT Solutions,jared it solutions,,,,jared it solutions;;,C36815;C49042,duplicate company or domain
JBIT,C49043,C49043,JBIT,jbit,,,,jbit;;,C23508;C49043,duplicate company or domain
JCOMM Technologies. LLC,C39907,C39907,JCOMM Technologies. LLC,jcomm technologies,,,,jcomm technologies;;,C24125;C39907,duplicate company or domain
"JComp Technologies, Inc.",C49044,C49044,"JComp Technologies, Inc.",jcomp technologies,,,,jcomp technologies;;,C31809;C49044,duplicate company or domain
JDCTek LLC,C49045,C49045,JDCTek LLC,jdctek,,,,jdctek;;,C24270;C49045,duplicate company or domain
JDL Consulting LLC,C49046,C49046,JDL Consulting LLC,jdl consulting,,,,jdl consulting;;,C31653;C49046,duplicate company or domain
JDL Technologies,C49047,C49047,JDL Technologies,jdl technologies,,,,jdl technologies;;,C25373;C49047,duplicate company or domain
JDTechSolutions,C49048,C49048,JDTechSolutions,jdtechsolutions,,,,jdtechsolutions;;,C27256;C49048,duplicate company or domain
Jefferson Technology Services,C49049,C49049,Jefferson Technology Services,jefferson technology services,,,,jefferson technology services;;,C35918;C49049,duplicate company or domain
Jenkins Technologies Group,C49052,C49052,Jenkins Technologies Group,jenkins technologies group,,,,jenkins technologies group;;,C42097;C49052,duplicate company or domain
"Jensen & Jensen, Inc. dba Jensen Information Systems",C49053,C49053,"Jensen & Jensen, Inc. dba Jensen Information Systems",jensen and jensen jensen information systems,,,,jensen and jensen jensen information systems;;,C31842;C49053,duplicate company or domain
Jm Technical Services Inc.,C38958,C38958,Jm Technical Services Inc.,jm technical services,,,,jm technical services;;,C29428;C38958,duplicate company or domain
JMP Technology Solutions,C49061,C49061,JMP Technology Solutions,jmp technology solutions,,,,jmp technology solutions;;,C24292;C49061,duplicate company or domain
JMR Consulting Services,C49062,C49062,JMR Consulting Services,jmr consulting services,,,,jmr consulting services;;,C23612;C49062,duplicate company or domain
"JNM Data Solutions, Inc.",C49063,C49063,"JNM Data Solutions, Inc.",jnm data solutions,,,,jnm data solutions;;,C23293;C49063,duplicate company or domain
JPC Online Holdings LLC,C49064,C49064,JPC Online Holdings LLC,jpc online holdings,,,,jpc online holdings;;,C23345;C49064,duplicate company or domain
jPeg Design LLC,C49065,C49065,jPeg Design LLC,jpeg design,,,,jpeg design;;,C23946;C49065,duplicate company or domain
JRVision,C49066,C49066,JRVision,jrvision,,,,jrvision;;,C41314;C49066,duplicate company or domain
JS Group,C49067,C49067,JS Group,js group,,,,js group;;,C43435;C49067,duplicate company or domain
JSCM Group,C49068,C49068,JSCM Group,jscm group,,,,jscm group;;,C28433;C49068,duplicate company or domain
Jump Point Technologies,C49069,C49069,Jump Point Technologies,jump point technologies,,,,jump point technologies;;,C41079;C49069,duplicate company or domain
Juvin Tech Inc.,C49071,C49071,Juvin Tech Inc.,juvin tech,,,,juvin tech;;,C29217;C49071,duplicate company or domain
"K & E Consulting, INC",C31114,C31114,"K & E Consulting, INC",k and e consulting,,,,k and e consulting;;,C31114;C46558,duplicate company or domain
"K & L Group, Inc. dba Fortify 24x7",C49072,C49072,"K & L Group, Inc. dba Fortify 24x7",k and l group fortify 24x7,,,,k and l group fortify 24x7;;,C35920;C49072,duplicate company or domain
K&M Communications Corp,C42651,C42651,K&M Communications Corp,k and m communications,,,,k and m communications;;,C42651;C49074,duplicate company or domain
Kambrian Corporation,C49076,C49076,Kambrian Corporation,kambrian,,,,kambrian;;,C22102;C49076,duplicate company or domain
"Kane Consulting Group, Inc.",C27767,C27767,"Kane Consulting Group, Inc.",kane consulting group,,,,kane consulting group;;,C22103;C27767,duplicate company or domain
Kareem Networks LLC,C49077,C49077,Kareem Networks LLC,kareem networks,,,,kareem networks;;,C34779;C49077,duplicate company or domain
Katalism Technology,C39921,C39921,Katalism Technology,katalism technology,,,,katalism technology;;,C39303;C39921;C49080,duplicate company or domain
Katalism Technology,C49080,C49080,Katalism Technology,katalism technology,,,,katalism technology;;,C39303;C39921;C49080,duplicate company or domain
"KayDev Technology, LLC",C49081,C49081,"KayDev Technology, LLC",kaydev technology,,,,kaydev technology;;,C23871;C49081,duplicate company or domain
"Kazmarek Technology Solutions, Inc.",C49082,C49082,"Kazmarek Technology Solutions, Inc.",kazmarek technology solutions,,,,kazmarek technology solutions;;,C29426;C49082,duplicate company or domain
KBT Solutions LLC,C44958,C44958,KBT Solutions LLC,kbt solutions,,,,kbt solutions;;,C42396;C44958,duplicate company or domain
Keep IT Simple,C49085,C49085,Keep IT Simple,keep it simple,,,,keep it simple;;,C36644;C49085,duplicate company or domain
Keizer Computer Inc,C42761,C42761,Keizer Computer Inc,keizer computer,,,,keizer computer;;,C42761;C43842,duplicate company or domain
Kelley Connect,C39923,C39923,Kelley Connect,kelley connect,,,,kelley connect;;,C22105;C39923,duplicate company or domain
Kelser Corporation,C49088,C49088,Kelser Corporation,kelser,,,,kelser;;,C25617;C49088,duplicate company or domain
"Key Solutions, Inc.",C43102,C43102,"Key Solutions, Inc.",key solutions,,,,key solutions;;,C22108;C43102,duplicate company or domain
Keytel Systems,C49091,C49091,Keytel Systems,keytel systems,,,,keytel systems;;,C24014;C49091,duplicate company or domain
KGPCo,C49092,C49092,KGPCo,kgpco,,,,kgpco;;,C45922;C49092,duplicate company or domain
"Kiehl I T Services, LLC",C49094,C49094,"Kiehl I T Services, LLC",kiehl i t services,,,,kiehl i t services;;,C39924;C49094,duplicate company or domain
"Kieva, Inc.",C49095,C49095,"Kieva, Inc.",kieva,,,,kieva;;,C24433;C49095,duplicate company or domain
"Kinetic Systems, Inc",C49097,C49097,"Kinetic Systems, Inc",kinetic systems,,,,kinetic systems;;,C24072;C49097,duplicate company or domain
Kirbtech LLC,C49100,C49100,Kirbtech LLC,kirbtech,,,,kirbtech;;,C37556;C49100,duplicate company or domain
KK Systems Inc,C29104,C29104,KK Systems Inc,systems,,,,systems;;,C29104;C34719;C41048;D01080,duplicate company or domain
"KKBF Partners, Inc., d/b/a KKworx, Inc.",C49102,C49102,"KKBF Partners, Inc., d/b/a KKworx, Inc.",kkbf partners kkworx,,,,kkbf partners kkworx;;,C24765;C49102,duplicate company or domain
KLA Laboratories Inc,C36520,C36520,KLA Laboratories Inc,kla laboratories,,,,kla laboratories;;,C36046;C36520,duplicate company or domain
"Klio Systems, Inc.",C49103,C49103,"Klio Systems, Inc.",klio systems,,,,klio systems;;,C24713;C49103,duplicate company or domain
Knights Technologies,C49105,C49105,Knights Technologies,knights technologies,,,,knights technologies;;,C24399;C49105,duplicate company or domain
KNK Cyber Security,C49106,C49106,KNK Cyber Security,knk cyber security,,,,knk cyber security;;,C36733;C49106,duplicate company or domain
"Knowledge Computers, Inc",C49107,C49107,"Knowledge Computers, Inc",knowledge computers,,,,knowledge computers;;,C24317;C49107,duplicate company or domain
"Knowledge Partner, LLC",C38920,C38920,"Knowledge Partner, LLC",knowledge partner,,,,knowledge partner;;,C30658;C38920,duplicate company or domain
KnoxNetworks,C49109,C49109,KnoxNetworks,knoxnetworks,,,,knoxnetworks;;,C37995;C49109,duplicate company or domain
Kontinuum,C49112,C49112,Kontinuum,kontinuum,,,,kontinuum;;,C28245;C49112,duplicate company or domain
Koru Computing,C49114,C49114,Koru Computing,koru computing,,,,koru computing;;,C24438;C49114,duplicate company or domain
Kosh Solutions,C49115,C49115,Kosh Solutions,kosh solutions,,,,kosh solutions;;,C26623;C49115,duplicate company or domain
KOUBRAH LLC,C49117,C49117,KOUBRAH LLC,koubrah,,,,koubrah;;,C42922;C49117,duplicate company or domain
"KPInterface, Inc.",C49119,C49119,"KPInterface, Inc.",kpinterface,,,,kpinterface;;,C27936;C49119,duplicate company or domain
"Kros Wise, Inc.",C38807,C38807,"Kros Wise, Inc.",kros wise,,,,kros wise;;,C38807;C39932,duplicate company or domain
Krove Corporation,C51493,C51493,Krove Corporation,krove,,,,krove;;,C29470;C51493,duplicate company or domain
kruso tech,C49122,C49122,kruso tech,kruso tech,,,,kruso tech;;,C42899;C49122,duplicate company or domain
KST DATA INC.,C49124,C49124,KST DATA INC.,kst data,,,,kst data;;,C29632;C49124,duplicate company or domain
"KTS Holdings LLC, DBA Knight Technology Services",C49125,C49125,"KTS Holdings LLC, DBA Knight Technology Services",kts holdings knight technology services,,,,kts holdings knight technology services;;,C36855;C49125,duplicate company or domain
"KVC, Inc.",C49130,C49130,"KVC, Inc.",kvc,,,,kvc;;,C31484;C49130,duplicate company or domain
"Kyme, Inc.",C49131,C49131,"Kyme, Inc.",kyme,,,,kyme;;,C35376;C49131,duplicate company or domain
L&L Wicked Enterprises LLC,C49133,C49133,L&L Wicked Enterprises LLC,l and l wicked enterprises,,,,l and l wicked enterprises;;,C23476;C49133,duplicate company or domain
"L3 Networks, Inc.",C49134,C49134,"L3 Networks, Inc.",l3 networks,,,,l3 networks;;,C31266;C49134,duplicate company or domain
LA Networks,C49135,C49135,LA Networks,la networks,,,,la networks;;,C24951;C49135,duplicate company or domain
Labat-Moeller Enterprises LLC dba At Home Concepts,C49136,C49136,Labat-Moeller Enterprises LLC dba At Home Concepts,labat-moeller enterprises at home concepts,,,,labat-moeller enterprises at home concepts;;,C23851;C49136,duplicate company or domain
LAComputech LLC,C49138,C49138,LAComputech LLC,lacomputech,,,,lacomputech;;,C42690;C49138,duplicate company or domain
Lakes Region Computer,C49141,C49141,Lakes Region Computer,lakes region computer,,,,lakes region computer;;,C25982;C49141,duplicate company or domain
"Lakeshore IT Solutions, Inc.",C39939,C39939,"Lakeshore IT Solutions, Inc.",lakeshore it solutions,,,,lakeshore it solutions;;,C24779;C39939,duplicate company or domain
"LANAIR Group, LLC",C49142,C49142,"LANAIR Group, LLC",lanair group,,,,lanair group;;,C22124;C49142,duplicate company or domain
"Lancord Systems, Inc.",C49143,C49143,"Lancord Systems, Inc.",lancord systems,,,,lancord systems;;,C28016;C49143,duplicate company or domain
"LanKeyIT, LLC",C49145,C49145,"LanKeyIT, LLC",lankeyit,,,,lankeyit;;,C24562;C49145,duplicate company or domain
LANRM Technologies,C49146,C49146,LANRM Technologies,lanrm technologies,,,,lanrm technologies;;,C24397;C49146,duplicate company or domain
LanTech,C49147,C49147,LanTech,lantech,,,,lantech;;,C29289;C32988;C49147,duplicate company or domain
"Lantech, LLC",C29289,C29289,"Lantech, LLC",lantech,,,,lantech;;,C29289;C32988;C49147,duplicate company or domain
Lantium,C35984,C35984,Lantium,lantium,,,,lantium;;,C34918;C35984,duplicate company or domain
"Larabell Group, LLC",C49148,C49148,"Larabell Group, LLC",larabell group,,,,larabell group;;,C24262;C49148,duplicate company or domain
"Lark Networking, LLC",C49149,C49149,"Lark Networking, LLC",lark networking,,,,lark networking;;,C23823;C49149,duplicate company or domain
Latest solutions inc,C49151,C49151,Latest solutions inc,latest solutions,,,,latest solutions;;,C41962;C49151,duplicate company or domain
LATIGID SOLUTIONS LLC,C49152,C49152,LATIGID SOLUTIONS LLC,latigid solutions,,,,latigid solutions;;,C29635;C49152,duplicate company or domain
Layer 7 Data Solutions,C49153,C49153,Layer 7 Data Solutions,layer 7 data solutions,,,,layer 7 data solutions;;,C36302;C49153,duplicate company or domain
Layer 8 Group,C31015,C31015,Layer 8 Group,layer 8 group,,,,layer 8 group;;,C25788;C31015,duplicate company or domain
Layer 8 Solutions LLC,C49154,C49154,Layer 8 Solutions LLC,layer 8 solutions,,,,layer 8 solutions;;,C22958;C49154,duplicate company or domain
Layer Technology Integration LLC,C49155,C49155,Layer Technology Integration LLC,layer technology integration,,,,layer technology integration;;,C38869;C49155,duplicate company or domain
LBS Tech Corp,C49159,C49159,LBS Tech Corp,lbs tech,,,,lbs tech;;,C39308;C49159,duplicate company or domain
Leapfrog Services,C49164,C49164,Leapfrog Services,leapfrog services,,,,leapfrog services;;,C30843;C49164,duplicate company or domain
Leet LLC,C49167,C49167,Leet LLC,leet,,,,leet;;,C41031;C49167,duplicate company or domain
Leeward Energy,C49168,C49168,Leeward Energy,leeward energy,,,,leeward energy;;,C43288;C49168,duplicate company or domain
Legacy Solutions,C49169,C49169,Legacy Solutions,legacy solutions,,,,legacy solutions;;,C32182;C49169,duplicate company or domain
Legal Computer Consultants,C49170,C49170,Legal Computer Consultants,legal computer consultants,,,,legal computer consultants;;,C27788;C49170,duplicate company or domain
Leipzig Group Inc.,C49171,C49171,Leipzig Group Inc.,leipzig group,,,,leipzig group;;,C25175;C49171,duplicate company or domain
"Lemke Consulting, LLC",C49172,C49172,"Lemke Consulting, LLC",lemke consulting,,,,lemke consulting;;,C23367;C49172,duplicate company or domain
Lemonov LLC,C49173,C49173,Lemonov LLC,lemonov,,,,lemonov;;,C23876;C49173,duplicate company or domain
