record_id_1,record_id_2
C38542,C41719
C29268,C38542
C41287,C29268
C39753,C41287
C26368,C39753
C35605,C26368
C25945,C35605
C51910,C25945
C43345,C51910
C28317,C43345
C42670,C28317
C38478,C42670
D00431,C38478
D00432,D00431
C35065,D00432
C47384,C35065
C35014,C44673
C34420,C47384
C32383,C34420
C24634,C32383
C48492,C24634
C28525,C48492
C28025,C28525
C44864,C28025
C45096,C44864
D00433,C45096
C34097,D00433
C36886,C34097
C36458,C36886
C46824,C36458
C48493,C46824
C39754,C48493
C24588,C39754
C32390,C24588
C41865,C32390
C32242,C41865
C35637,C32242
C42347,C35637
C47385,C42347
C25161,C47385
C37131,C25161
C32168,C37131
C39116,C32168
C51143,C39116
C43598,C51143
C46610,C43598
C34519,C46610
C31905,C34519
C48496,C31905
C25946,C48496
C30536,C25946
C40777,C30536
C43725,C40777
C45017,C43725
C38543,C45017
C37126,C38543
C21885,C37126
C47295,C21885
C35820,C47295
C43457,C35820
C48497,C43457
C24909,C48497
C39117,C24909
C25608,C39117
C42187,C25608
C21886,C42187
C34617,C21886
C25965,C34617
C46616,C25965
C31564,C46616
C43989,C31564
C43121,C43989
C41479,C43121
C47179,C41479
C21887,C47179
C48499,C21887
C32731,C48499
C42748,C25336
C25497,C42748
C38544,C25497
C24022,C38544
C43053,C24022
C27704,C43053
C25410,C27704
C44440,C25410
C48502,C44440
D00434,C48502
C48503,D00434
C27053,C48503
C26418,C27053
C31511,C26418
C24279,C31511
C39755,C24279
C46449,C39755
C38283,C46449
C34280,C38283
C44704,C34280
C41359,C44704
C37363,C41359
D00435,C37363
C50725,D00435
D00436,C50725
C42174,D00436
C34192,C42174
C34813,C34192
C25413,C34813
C23294,C25413
C43561,C23294
C42359,C43561
C45882,C42359
D00437,C45882
D00438,D00437
C26179,D00438
C22906,C26179
C48506,C22906
C37706,C48506
C51862,C37706
C48507,C51862
C24256,C48507
C21888,C24256
C30374,C21888
C29678,C30374
C44412,C29678
C39410,C44412
C23450,C39410
C31883,C23450
C38108,C31883
C51685,C38108
C45024,C51685
C38955,C45024
C51417,C38955
C24031,C51417
C39118,C24031
D00439,C39118
C29738,D00439
C48509,C29738
C43803,C48509
C48510,C43803
C39756,C48510
C42597,C39756
C26899,C42597
D00440,C26899
C26933,D00440
C48512,C26933
C42093,C48512
C46207,C42093
C42858,C46207
C34594,C42858
C27391,C34594
C51980,C27391
C33191,C51980
C25351,C33191
C27676,C25351
C45533,C27676
C21889,C45533
C42478,C21889
C27707,C35014
C43718,C42478
C39757,C43718
C51071,C39757
C51270,C51071
C42715,C51270
C34439,C42715
C32630,C34439
C28354,C32630
C30554,C28354
C28394,C44636
C41672,C27707
C35066,C28394
C21890,C35066
C26606,C21890
C32858,C26606
C39061,C32858
C28346,C39061
C40847,C28346
C37475,C40847
C29843,C37475
C22700,C29843
C21891,C22700
C44240,C21891
C24411,C44240
C22907,C24411
C45175,C22907
C39758,C45175
C28372,C39758
C31664,C28372
C23808,C31664
C48518,C23808
C47165,C48518
C25437,C47165
C48519,C25437
C36429,C48519
C23424,C36429
C25333,C41672
C46498,C23424
C48520,C46498
C45534,C48520
C44522,C45534
C48521,C44522
C43649,C48521
C24811,C43649
C51774,C24811
C29969,C51774
C26737,C29969
C52067,C26737
D00441,C52067
C51167,D00441
C44523,C51167
C34386,C44523
C39759,C34386
C43876,C39759
D00442,C43876
C50691,D00442
C23645,C50691
D00443,C23645
C37442,D00443
C27066,C37442
C38374,C27066
C46954,C38374
C48524,C46954
D00444,C48524
C21892,D00444
C36719,C21892
C24729,C36719
C45736,C24729
C28920,C45736
C27013,C28920
C51366,C27013
D00445,C51366
C38109,D00445
D00446,C38109
C38862,D00446
C23920,C38862
C35712,C23920
C28057,C35712
C29133,C28057
C46262,C29133
C41938,C46262
C35067,C41938
C21893,C35067
C25830,C42054
C43465,C25830
C35730,C43465
C46726,C25333
C22909,C35730
C36120,C22909
C34389,C36120
C44079,C34389
C39419,C44079
C50655,C39419
C28621,C50655
D00447,C28621
D00448,D00447
C35068,D00448
C25409,C35068
C25926,C25409
C35905,C25926
C52060,C35905
C38912,C52060
D00449,C38912
C36306,D00449
C25018,C36306
C41716,C25018
C36522,C41716
C43420,C48530
C38110,C43420
C46825,C38110
C23590,C46825
C47585,C36522
C41963,C23590
C28391,C41963
C27815,C28391
C23103,C47585
D00450,C27815
C35131,D00450
C38111,C35131
C38982,C38111
C39760,C38982
C38736,C39760
C38378,C38736
C38112,C38378
C51693,C38112
C51374,C51693
C39761,C51374
C36368,C39761
C45097,C36368
C26142,C45097
C39119,C26142
C23756,C39119
C44210,C23756
C44113,C44210
C36681,C44113
C39270,C36681
C36160,C39270
C42448,C36160
C35668,C42448
C45981,C35668
C32263,C45981
C42162,C32263
C51767,C42162
C29060,C51767
C44191,C29060
C48532,C44191
C23679,C48532
C43791,C23679
C45404,C43791
C47386,C45404
C26633,C47386
C34534,C26633
D00451,C34534
C48534,D00451
C43174,C48534
C29640,C43174
C48535,C29640
C27355,C21893
C27652,C48535
C21894,C27652
C24296,C21894
C44524,C24296
C25250,C44524
C24573,C25250
C42245,C24573
C47560,C42245
C21895,C47560
C24700,C21895
C35804,C24700
C24907,C35804
C43883,C24907
C46234,C43883
C26126,C46234
C25102,C26126
C34505,C25102
C28670,C34505
C40438,C28670
D00452,C40438
C44690,D00452
C47222,C44690
C31723,C47222
C46082,C51958
C32335,C46082
C35307,C32335
C42859,C35307
C44774,C42859
C41363,C44774
C35368,C41363
C46787,C35368
C26483,C46787
C37400,C26483
D00453,C37400
C41410,D00453
C37555,C41410
C48537,C37555
C27794,C48537
C37973,C27794
C34191,C37973
C46232,C34191
C21896,C46232
C36412,C21896
C29788,C36412
C38786,C29788
C51944,C38786
C34167,C51944
C26601,C34167
C26079,C26601
C38737,C26079
C23651,C38737
C28192,C23651
C44234,C28192
C26302,C44234
C24959,C26302
C27209,C24959
C21897,C27209
C37488,C43285
C29297,C37488
D00454,C29297
C28548,D00454
C31660,C28548
C30847,C31660
C27986,C26769
C39120,C27986
C51293,C39120
C39763,C51293
C45536,C39763
C48542,C45536
C29412,C48542
C48543,C29412
C26954,C48543
C41603,C26954
D00455,C41603
C38113,D00455
C40575,C38113
C27185,C40575
C39764,C27185
C51125,C39764
D00456,C51125
C41502,D00456
C23373,C41502
C31014,C23373
C50959,C31014
C26392,C50959
C35284,C26392
C38114,C35284
C39765,C38114
C36222,C39765
D00457,C36222
C24554,D00457
C34683,C24554
D00458,C34683
C35957,C44676
C48546,C35957
C25482,C48546
C31287,C25482
C30610,C31287
C23846,C30610
C39766,C23846
C38790,C39766
C45426,C38790
C37410,C45426
C48547,C37410
D00459,C36872
C48548,D00459
C39441,C46726
C44032,C48548
C25006,C44032
C31708,C25006
C24439,C31708
C43055,C24439
C23466,C43055
C21898,C23466
C35289,C21898
C44696,C35289
C45176,C44696
C43476,C45176
C45701,C43476
C21899,C45701
C48550,C21899
C41282,C48550
C39121,C29007
C48551,C39121
C27164,C48551
C30628,C27164
C30315,C30628
D00460,C30315
C41701,D00460
C39122,C41701
C24158,C39122
C29947,C24158
C39768,C29947
C28628,C39768
C25951,C28628
C29258,C25951
C31065,C29258
D00461,C31065
C24629,D00461
C35592,C24629
C30769,C35592
C36984,C30769
C36159,C36984
C48554,C36159
D00462,C48554
C21900,D00462
C24473,C21900
C30604,C24473
C45381,C30604
C28656,C39441
C45537,C45381
C45538,C45537
C22911,C45538
C23473,C22911
C21901,C23473
C41627,C21901
C25307,C41627
C24699,C25307
C41597,C24699
C33634,C41597
C35915,C33634
C31250,C35915
C51294,C31250
C33283,C51294
C45764,C33283
C47590,C45764
C24021,C47590
C43999,C24021
C33148,C43999
C28788,C28656
C48557,C33148
C28462,C48557
C43917,C28462
C33157,C43917
C21903,C33157
C25096,C21903
C44347,C25096
C35016,C44347
C42628,C35016
C25236,C42628
C34844,C25236
C25683,C34844
C40764,C25683
C31567,C40764
C45098,C28788
C43564,C31567
C38780,C43564
C33632,C38780
C46919,C33632
C44525,C46919
C46826,C44525
C31549,C46826
C52044,C31549
C26180,C52044
C24625,C26180
D00463,C24625
C44913,D00463
C36985,C44913
C30518,C36985
C25779,C30518
C38115,C25779
C40574,C38115
C24120,C40574
C44640,C24120
C48561,C44640
C33286,C48561
C43220,C33286
C42327,C43220
C46448,C42327
C27890,C46448
C23592,C27890
C42907,C23592
C47387,C42907
C47388,C47387
C28215,C45098
C43427,C47388
C24166,C43427
D00464,C24166
C46140,D00464
C28868,C46140
C44293,C28868
C50805,C44293
C28595,C50805
C24019,C28215
C25162,C30549
C25995,C25162
C39123,C25995
D00465,C39123
C51572,D00465
C28896,C51572
C21904,C28896
C44027,C21904
D00466,C44027
D00467,D00466
C45539,D00467
C41332,C45539
C34899,C41332
C46483,C34899
C34657,C46483
C33104,C34657
C33127,C33104
C42811,C33127
C26627,C42811
C41469,C26627
C26670,C41469
D00468,C26670
C39769,D00468
C44348,C39769
C45540,C44348
D00469,C45540
C46827,D00469
C45541,C24019
C42403,C51480
C43127,C42403
C23978,C43127
C41148,C23978
C41890,C41148
D00470,C41890
C48565,D00470
C34593,C48565
C48566,C46827
C42376,C46995
D00471,C42376
C44526,D00471
C44527,C44526
C29150,C44527
C26529,C29150
C38989,C26529
C23146,C38989
C44902,C23146
C25780,C44902
C44988,C25780
C50987,C44988
C47105,C50987
D00472,C47105
C21905,D00472
C36530,C21905
C23598,C36530
C29479,C23598
C25163,C29479
C28204,C25163
C48569,C28204
C48570,C48569
C33694,C48570
C38116,C34593
C45001,C33694
C21906,C45001
C35737,C21906
C44765,C35737
C44349,C44765
C43369,C44349
C36928,C43369
C21907,C36928
C51741,C21907
C21908,C51741
C37974,C21908
C51575,C37974
C23697,C51575
C24517,C23697
C31851,C24517
C24581,C31851
C28239,C24581
C21909,C28239
C48572,C21909
C24915,C48572
C43324,C24915
C38011,C43324
C45542,C38011
C22912,C45542
C46542,C22912
C33589,C46542
C47389,C33589
C51295,C47389
D00473,C51295
C46063,D00473
C36035,C46063
D00474,C36035
C45543,D00474
D00475,C45543
C38282,D00475
C27112,C38282
C39248,C27112
C21910,C39248
C51505,C21910
C43221,C51505
C48575,C43221
C42439,C48575
C51840,C42439
C42302,C51840
C36653,C42302
C38626,C36653
C36568,C38626
D00476,C36568
D00477,D00476
C41615,D00477
C25831,C41615
C21911,C25831
C23902,C21911
C26947,C23902
C45544,C26947
C40981,C45544
C31361,C40981
C46828,C31361
C48578,C46828
C23308,C48578
C22791,C23308
C42973,C22791
C24830,C46214
C34328,C24830
C33277,C34328
C23133,C33277
C23130,C23133
C23162,C23130
C42897,C23162
C22793,C42973
C39402,C23243
C24829,C39402
C39400,C24829
C23225,C39400
C22794,C39399
C51914,C23225
C42775,C51914
C21912,C22792
C21912-240,C21912
C21912-426,C21912-440
C21912-353,C21912-352
C21912-331,C21912-353
C21912-349,C21912-331
C21912-356,C21912-332
C21912-359,C21912-356
C21912-360,C21912-359
C21912-350,C21912-360
C21912-368,C21912-350
C21912-416,C21912-368
C21912-415,C21912-416
C21912-272,C21912-273
C21912-271,C21912-272
C21912-270,C21912-271
C21912-269,C21912-270
C21912-275,C21912-269
C21912-268,C21912-275
C21912-250,C21912-268
C21912-251,C21912-250
C21912-264,C21912-251
C21912-263,C21912-264
C21912-265,C21912-263
C21912-267,C21912-265
C21912-266,C21912-267
C21912-262,C21912-266
C21912-276,C21912-262
C21912-277,C21912-276
C21912-288,C21912-277
C21912-296,C21912-288
C21912-297,C21912-296
C21912-312,C21912-297
C21912-295,C21912-312
C21912-307,C21912-295
C21912-309,C21912-307
C21912-308,C21912-309
C21912-549,C21912-308
C21912-400,C21912-549
C21912-333,C21912-358
C21912-334,C21912-349
C21912-335,C21912-334
C21912-336,C21912-335
C21912-337,C21912-336
C21912-338,C21912-337
C21912-339,C21912-338
C21912-340,C21912-339
C21912-567,C21912-415
C21912-531,C21912-567
C21912-530,C21912-531
C21912-532,C21912-530
C21912-533,C21912-532
C21912-534,C21912-533
C21912-536,C21912-534
C21912-537,C21912-536
C21912-538,C21912-537
C21912-539,C21912-538
C21912-540,C21912-539
C21912-541,C21912-540
C21912-542,C21912-541
C21912-535,C21912-542
C21912-543,C21912-535
C21912-501,C21912-543
C21912-497,C21912-501
C21912-496,C21912-497
C21912-495,C21912-496
C21912-493,C21912-495
C21912-494,C21912-493
C21912-502,C21912-494
C21912-519,C21912-502
C21912-500,C21912-519
C21912-498,C21912-500
C21912-521,C21912-498
C21912-522,C21912-521
C21912-518,C21912-522
C21912-520,C21912-518
C21912-529,C21912-520
C21912-517,C21912-529
C21912-555,C21912-517
C21912-546,C21912-555
C21912-547,C21912-546
C21912-548,C21912-547
C21912-553,C21912-548
C21912-554,C21912-553
C21912-551,C21912-554
C21912-550,C21912-551
C21912-552,C21912-550
C21912-558,C21912-552
C21912-564,C21912-558
C21912-559,C21912-564
C21912-560,C21912-559
C21912-561,C21912-560
C21912-562,C21912-561
C21912-563,C21912-562
C21912-143,C21912-563
C21912-142,C21912-143
C21912-001,C21912-142
C21912-002,C21912-001
C21912-007,C21912-002
C21912-033,C21912-007
C21912-525,C21912-321
C21912-527,C21912-525
C21912-526,C21912-527
C21912-503,C21912-526
C21912-504,C21912-503
C21912-505,C21912-504
C21912-506,C21912-505
C21912-524,C21912-506
C21912-003,C21912-524
C21912-004,C21912-003
C21912-005,C21912-004
C21912-006,C21912-005
C21912-378,C21912-006
C21912-404,C21912-378
C21912-461,C21912-404
C21912-410,C21912-377
C21912-411,C21912-379
C21912-464,C21912-411
C21912-380,C21912-464
C21912-387,C21912-380
C21912-038,C21912-387
C21912-037,C21912-038
C21912-313,C21912-037
C21912-394,C21912-313
C21912-405,C21912-394
C21912-459,C21912-405
C21912-396,C21912-459
C21912-406,C21912-396
C21912-439,C21912-406
C21912-463,C21912-439
C21912-246,C21912-463
C21912-247,C21912-246
C21912-245,C21912-247
C21912-566,C21912-245
C21912-044,C21912-566
C21912-043,C21912-044
C21912-042,C21912-043
C21912-041,C21912-042
C21912-249,C21912-041
C21912-252,C21912-249
C21912-253,C21912-252
C21912-412,C21912-253
C21912-438,C21912-412
C21912-462,C21912-438
C21912-460,C21912-437
C21912-016,C21912-460
C21912-022,C21912-016
C21912-046,C21912-022
C21912-274,C21912-046
C21912-279,C21912-274
C21912-017,C21912-279
C21912-018,C21912-017
C21912-289,C21912-018
C21912-290,C21912-289
C21912-019,C21912-290
C21912-020,C21912-019
C21912-050,C21912-020
C21912-047,C21912-050
C21912-049,C21912-047
C21912-048,C21912-049
C21912-291,C21912-048
C21912-051,C21912-291
C21912-052,C21912-051
C21912-310,C21912-052
C21912-326,C21912-310
C21912-325,C21912-326
C21912-056,C21912-327
C21912-055,C21912-056
C21912-054,C21912-055
C21912-053,C21912-054
C21912-057,C21912-355
C21912-061,C21912-057
C21912-062,C21912-061
C21912-059,C21912-062
C21912-063,C21912-059
C21912-060,C21912-063
C21912-058,C21912-060
C21912-362,C21912-058
C21912-029,C21912-362
C21912-319,C21912-029
C21912-320,C21912-319
C21912-169,C21912-320
C21912-170,C21912-169
C21912-096,C21912-170
C21912-067,C21912-096
C21912-258,C21912-067
C21912-203,C21912-258
C21912-131,C21912-203
C21912-077,C21912-131
C21912-035,C21912-077
C21912-083,C21912-035
C21912-322,C21912-083
C21912-455,C21912-322
C21912-090,C21912-455
C21912-190,C21912-090
C21912-191,C21912-190
C21912-073,C21912-191
C21912-282,C21912-073
C21912-099,C21912-282
C21912-137,C21912-099
C21912-138,C21912-137
C21912-134,C21912-138
C21912-124,C21912-134
C21912-126,C21912-124
C21912-075,C21912-126
C21912-089,C21912-075
C21912-065,C21912-089
C21912-492,C21912-065
C21912-084,C21912-492
C21912-088,C21912-084
C21912-091,C21912-088
C21912-092,C21912-091
C21912-136,C21912-092
C21912-110,C21912-136
C21912-261,C21912-110
C21912-403,C21912-261
C21912-407,C21912-403
C21912-458,C21912-407
C21912-491,C21912-458
C21912-045,C21912-491
C21912-021,C21912-045
C21912-027,C21912-021
C21912-030,C21912-027
C21912-239,C21912-030
C21912-292,C21912-239
C21912-278,C21912-292
C21912-318,C21912-278
C21912-328,C21912-318
C21912-365,C21912-328
C21912-395,C21912-365
C21912-408,C21912-409
C21912-424,C21912-426
C21912-454,C21912-408
C21912-444,C21912-424
C21912-443,C21912-446
C21912-413,C21912-443
C21912-425,C21912-454
C21912-389,C21912-425
C21912-447,C21912-389
C21912-433,C21912-444
C21912-430,C21912-413
C21912-427,C21912-430
C21912-428,C21912-427
C21912-431,C21912-428
C21912-445,C21912-431
C21912-528,C21912-429
C21912-465,C21912-528
C21912-513,C21912-465
C21912-511,C21912-513
C21912-514,C21912-511
C21912-515,C21912-514
C21912-512,C21912-515
C21912-516,C21912-512
C21912-568,C21912-516
C21912-557,C21912-568
C21912-523,C21912-557
C21912-556,C21912-523
C21912-565,C21912-556
C21912-545,C21912-565
C21912-107,C21912-545
C21912-081,C21912-107
C21912-071,C21912-081
C21912-121,C21912-071
C21912-159,C21912-121
C21912-171,C21912-159
C21912-202,C21912-171
C21912-068,C21912-202
C21912-093,C21912-068
C21912-085,C21912-093
C21912-108,C21912-085
C21912-144,C21912-108
C21912-130,C21912-144
C21912-237,C21912-130
C21912-303,C21912-237
C21912-344,C21912-303
C21912-347,C21912-344
C21912-448,C21912-347
C21912-473,C21912-448
C21912-474,C21912-473
C21912-478,C21912-474
C33643,C21912-478
C21912-008,C33643
C21912-025,C21912-008
C21912-080,C21912-025
C21912-070,C21912-080
C21912-079,C21912-070
C21912-069,C21912-079
C21912-294,C21912-069
C21912-293,C21912-294
C21912-192,C21912-293
C21912-490,C21912-192
C21912-153,C21912-490
C21912-095,C21912-153
C21912-133,C21912-095
C21912-489,C21912-544
C21912-194,C21912-489
C21912-284,C21912-194
C21912-451,C21912-284
C21912-230,C21912-451
C21912-031,C21912-103
C21912-015,C21912-031
C21912-024,C21912-015
C21912-023,C21912-024
C21912-034,C21912-023
C21912-039,C21912-034
C21912-036,C21912-039
C21912-179,C21912-036
C21912-343,C21912-179
C21912-342,C21912-343
C21912-341,C21912-342
C21912-376,C21912-341
C21912-375,C21912-376
C21912-384,C21912-240
C21912-477,C21912-384
C21912-125,C21912-375
C21912-314,C21912-125
C21912-188,C21912-314
C21912-189,C21912-188
C21912-026,C21912-189
C26720,C21912-026
C21912-306,C26720
C21912-304,C21912-306
C21912-305,C21912-304
C21912-316,C21912-305
C21912-317,C21912-316
C21912-178,C21912-317
C21912-098,C21912-178
C21912-330,C21912-098
C21912-078,C21912-330
C21912-167,C21912-078
C21912-434,C21912-436
C21912-442,C21912-441
C21912-223,C21912-167
C21912-222,C21912-223
C21912-226,C21912-222
C21912-231,C21912-226
C21912-283,C21912-434
C21912-285,C21912-435
C21912-301,C21912-285
C21912-324,C21912-301
C21912-354,C21912-324
C21912-281,C21912-354
C21912-233,C21912-228
C21912-232,C21912-233
C21912-229,C21912-232
C21912-221,C21912-229
C21912-286,C21912-221
C21912-323,C21912-357
C21912-414,C21912-388
C21912-234,C21912-442
C21912-298,C21912-234
C21912-227,C21912-281
C21912-259,C21912-298
C21912-260,C21912-259
C21912-329,C21912-260
C21912-348,C21912-329
C21912-364,C21912-348
C21912-402,C21912-364
C21912-119,C21912-402
C21912-149,C21912-119
C21912-204,C21912-149
C21912-219,C21912-204
C21912-220,C21912-219
C21912-212,C21912-220
C21912-215,C21912-212
C21912-217,C21912-224
C21912-214,C21912-216
C21912-218,C21912-214
C21912-160,C21912-158
C21912-155,C21912-160
C21912-161,C21912-155
C21912-156,C21912-161
C21912-157,C21912-156
C21912-166,C21912-157
C21912-165,C21912-166
C21912-163,C21912-165
C21912-164,C21912-163
C21912-182,C21912-164
C21912-184,C21912-182
C21912-175,C21912-184
C21912-174,C21912-175
C21912-183,C21912-174
C21912-185,C21912-183
C21912-181,C21912-185
C21912-186,C21912-181
C21912-201,C21912-186
C21912-195,C21912-201
C21912-196,C21912-195
C21912-193,C21912-196
C21912-162,C21912-193
C21912-102,C21912-162
C21912-106,C21912-102
C21912-105,C21912-106
C21912-101,C21912-100
C21912-104,C21912-101
C21912-115,C21912-116
C21912-112,C21912-114
C21912-113,C21912-112
C21912-146,C21912-145
C21912-383,C21912-287
C21912-385,C21912-383
C21912-398,C21912-385
C21912-399,C21912-398
C21912-397,C21912-399
C21912-390,C21912-397
C21912-386,C21912-390
C21912-369,C21912-386
C21912-391,C21912-369
C21912-370,C21912-391
C21912-381,C21912-370
C21912-393,C21912-381
C21912-392,C21912-393
C21912-457,C21912-419
C21912-420,C21912-457
C21912-418,C21912-420
C21912-421,C21912-418
C21912-456,C21912-421
C21912-422,C21912-456
C21912-423,C21912-422
C21912-417,C21912-423
C21912-449,C21912-417
C21912-467,C21912-466
C21912-479,C21912-467
C21912-471,C21912-479
C21912-470,C21912-392
C21912-469,C21912-449
C21912-468,C21912-469
C21912-235,C21912-146
C21912-213,C21912-218
C21912-097,C21912-213
C21912-111,C21912-105
C21912-117,C21912-104
C21912-118,C21912-115
C21912-120,C21912-118
C21912-132,C21912-113
C21912-139,C21912-132
C21912-140,C21912-139
C21912-208,C21912-117
C21912-209,C21912-208
C21912-210,C21912-206
C21912-211,C21912-210
C21912-225,C21912-471
C21912-014,C21912-225
C21912-009,C21912-014
C21912-012,C21912-011
C21912-013,C21912-012
C21912-010,C21912-009
C21912-243,C21912-013
C21912-241,C21912-243
C21912-257,C21912-241
C21912-487,C21912-257
C21912-483,C21912-487
C21912-482,C21912-483
C21912-481,C21912-482
C21912-480,C21912-481
C21912-486,C21912-480
C21912-485,C21912-486
C21912-484,C21912-485
C21912-488,C21912-484
C21912-129,C21912-488
C21912-151,C21912-129
C21912-172,C21912-151
C21912-200,C21912-172
C21912-432,C21912-200
C21912-242,C21912-432
C21912-197,C21912-242
C21912-205,C21912-197
C21912-199,C21912-205
C21912-198,C21912-199
C21912-382,C21912-198
C21912-148,C21912-382
C21912-366,C21912-148
C21912-064,C21912-366
C21912-086,C21912-064
C21912-094,C21912-086
C21912-109,C21912-094
C21912-123,C21912-109
C21912-122,C21912-123
C21912-128,C21912-122
C21912-173,C21912-128
C21912-074,C21912-173
C21912-168,C21912-074
C21912-135,C21912-168
C21912-141,C21912-135
C21912-150,C21912-141
C21912-176,C21912-150
C21912-147,C21912-176
C21912-127,C21912-147
C21912-072,C21912-127
C21912-177,C21912-072
C21912-180,C21912-177
C21912-236,C21912-180
C21912-256,C21912-236
C21912-280,C21912-256
C21912-302,C21912-280
C21912-315,C21912-302
C21912-345,C21912-315
C21912-363,C21912-345
C21912-346,C21912-363
C21912-367,C21912-346
C21912-372,C21912-367
C21912-373,C21912-372
C21912-374,C21912-373
C21912-472,C21912-374
C21912-475,C21912-472
C21912-476,C21912-475
C21912-087,C21912-476
C21912-299,C21912-087
C21912-152,C21912-299
C21912-244,C21912-152
C21912-255,C21912-254
C21912-248,C21912-255
C21912-032,C21912-248
C21912-066,C21912-032
C21912-351,C21912-066
C21912-207,C21912-351
C21912-450,C21912-207
C21912-453,C21912-450
C21912-371,C21912-453
C21912-076,C21912-371
C21912-300,C21912-076
C21912-040,C21912-300
C21912-082,C21912-040
C21912-154,C21912-082
C21912-187,C21912-154
C46974,C21912-133
C46411,C21912-187
C35871,C46411
C35989,C35871
D00478,C35989
C35312,D00478
C30270,C35312
C30017,C30270
C39370,C30017
C29498,C39370
C33177,C29498
C32379,C33177
C35372,C32379
C40876,C35372
C41557,C40876
C21913,C30458
C28315,C21913
C31212,C41557
C39047,C28315
C24346,C39047
C42476,C24346
C38427,C42476
C32369,C38427
C32585,C32369
C36543,C32585
C25337,C36543
C24373,C25337
C36183,C24373
D00479,C51791
C23082,C36183
C46970,D00479
C36312,C46970
C21914,C36312
C51055,C21914
C27436,C51055
C48582,C27436
C45427,C48582
C41411,C45427
C35438,C41411
C36986,C35438
D00480,C36986
C31654,D00480
C37779,C31654
C45994,C37779
C45722,C45994
D00481,C45722
C24515,D00481
C44005,C24515
C36915,C44005
C50827,C36915
C26546,C50827
C29436,C26546
C32910,C29436
C43482,C32910
C35728,C43482
C29404,C39462
C28205,C29404
C46829,C28205
C32081,C46829
C21915,C32081
C25712,C21915
D00482,C25712
C41560,D00482
C48588,C41560
C23337,C48588
C32717,C23337
C29029,C32717
C45545,C29029
C46830,C45545
C45883,C46830
C51524,C45883
C44692,C51524
C31211,C44692
C29406,C31211
C31486,C29406
C32674,C31486
C30836,C32674
C30749,C30836
C30884,C30749
C23453,C30884
C45099,C23453
C23285,C45099
C31738,C23285
C21916,C31738
C43050,C21916
C34254,C43050
C46543,C34254
C27048,C46543
C39771,C27048
C30485,C39771
C26602,C30485
D00483,C45541
C25498,C26602
C25375,D00483
C35259,C25498
C34900,C35259
C38470,C34900
C25467,C38470
C25447,C24483
C44858,C25447
C51640,C26902
C34532,C51640
C30108,C34532
C38799,C30108
C29391,C38799
C48593,C29391
C23255,C44858
C24472,C48593
C51051,C38738
C34151,C30927
C29607,C34151
C23510,C29607
C31418,C23510
C31909,C31418
C25164,C31909
C37795,C25164
C23104,C37795
C28332,C23104
C21917,C28332
C21918,C21917
C45354,C21918
D00484,C45354
C24607,D00484
C25585,C24607
C43628,C25585
C48598,C43628
C29414,C48598
D00485,C29414
C29296,D00485
C47255,C29296
C38117,C47255
C32405,C38117
C23551,C32405
D00486,C23551
C45333,D00486
C31715,C45333
C38118,C31715
C36713,C38118
C26820,C36713
D00487,C26820
C45723,D00487
C48599,C45723
C38979,C48599
D00488,C38979
C25653,D00488
C46462,C25653
C48600,C46462
C35881,C48600
D00489,C35881
C35069,D00489
C26113,C35069
C21919,C26113
D00490,C21919
C36369,D00490
C27783,C36369
C39772,C27783
C44200,C39772
C46727,C44200
C32788,C46727
C25548,C32788
C41883,C25548
C50656,C41883
C38266,C50656
C43107,C38266
C24088,C43107
C27332,C24088
C42028,C27332
C36249,C42028
C39245,C36249
C23517,C39245
C46647,C23517
C43899,C46647
C39035,C43899
C38545,C39035
C48604,C28087
C47390,C48604
C26181,C47390
C47391,C26181
C42498,C47391
C30857,C42498
C25849,C30857
D00491,C25849
C23366,D00491
C30328,C23366
C46831,C30328
C51853,C46831
C21920,C51853
C45828,C21920
C25123,C45828
C38464,C25123
C43048,C38464
C21921,C43048
C43222,C51051
C23634,C21921
C27176,C23634
C40448,C27176
C30243,C40448
C25319,C30243
C45800,C25319
C28212,C45800
C34469,C28212
C21922,C34469
C43223,C21922
C41412,C43223
C39773,C41412
C27477,C39773
C50657,C27477
C24971,C50657
C24207,C24971
C47392,C24207
C46445,C47392
C43041,C46445
C37216,C43041
C29100,C37216
C38830,C29100
C44350,C38830
C47537,C44350
C45546,C47537
C35927,C45546
C45547,C35927
C35304,C45547
C27692,C35304
C25312,C27692
C23683,C25312
C43834,C23683
C42390,C28451
D00492,C42390
C38119,D00492
C43275,C38119
C41897,C43275
C32487,C41897
C41413,C32487
C26377,C41413
C44351,C26377
C21923,C28592
C45731,C21923
C51437,C45731
C44181,C51437
C51660,C44181
C43748,C51660
C30812,C43748
C43224,C30812
C34153,C43224
D00493,C34153
C32439,D00493
C36494,C32439
C38120,C36494
C21924,C38120
C44528,C21924
C24052,C44528
C25961,C24052
C30707,C25961
C35673,C30707
C23586,C35673
C45407,C23586
C43118,C45407
C27808,C43118
C25165,C27808
C40203,C25165
D00494,C40203
C27023,D00494
C33188,C27023
C29884,C33188
C38616,C29884
C40725,C38616
C34612,C40725
C51271,C34612
D00495,C51271
C22795,D00495
C35719,C22795
C25103,C35719
C21925,C25103
C21926,C21925
C31876,C21926
C39774,C31876
D00496,C39774
D00497,D00496
D00498,D00497
C34030,D00498
C43565,C34030
C48612,C43565
C39775,C48612
C45995,C39775
C44076,C45995
C35727,C44076
