record_id_1,record_id_2
C27649,C42316
C41358,C27649
C33254,C41358
C31362,C33254
C29003,C31362
C23704,C29003
C26499,C23704
C30494,C26499
C22680,C30494
C43264,C22680
C40825,C43264
C27418,C40825
C24725,C27418
C35963,C24725
C26603,C35963
C28528,C26603
C35122,C28528
C40328,C35122
C34991,C40328
C30333,C34991
C28836,C30333
C47505,C28836
C32023,C47505
C25242,C32023
C24814,C25242
C28959,C24814
C27167,C28959
C39477,C27167
C38588,C39477
D01355,C38588
C34992,D01355
C41545,C34992
C50504,C41545
C46199,C50504
C51902,C46199
C22682,C51902
C27854,C22682
C28754,C27854
C44047,C28754
C46487,C44047
C35897,C46487
C34272,C35897
C41836,C34272
C30848,C41836
C38467,C30848
C44970,C38467
C34607,C44970
C35448,C34607
C27415,C35448
D01356,C27415
C25248,D01356
C36264,C25248
C36136,C36264
C24464,C36136
C50992,C24464
C38252,C50992
C33058,C38252
C40329,C33058
C23068,C47136
C22683,C23068
C29355,C22683
C43500,C29355
C30886,C43500
C38970,C30886
C34211,C38970
C22685,C34211
C27002,C22685
C26434,C27002
C25964,C26434
C22686,C25964
C30710,C22686
C33298,C30710
D01357,C33298
C38413,D01357
D01358,C38413
C37159,D01358
C50797,C37159
C44473,C50797
C25898,C44473
C29742,C25898
C35554,C29742
C26154,C35554
C41600,C26154
C36911,C41600
C40330,C36911
C37636,C40330
C32302,C37636
C42877,C32302
C37559,C42877
C22687,C37559
C46170,C22687
C22688,C46170
C50857,C22688
C40331,C50857
C46760,C40331
C41686,C46760
C25678,C41686
C22689,C25678
C22690,C22689
C50509,C22690
C50858,C50509
C25690,C50858
C46456,C25690
C37290,C46456
C42270,C37290
C28408,C42270
C44132,C40329
C44608,C28408
C22691,C44608
C22692,C22691
C22285,C22692
C37741,C22285
C50511,C37741
C22693,C50511
C22694,C46392
C28850,C22694
C34324,C22693
C51912,C40278
C28223,C51912
C22695,C28223
C50512,C22695
C23984,C50512
C45685,C42656
C44670,C45685
C35708,C44670
C43365,C35708
C25359,C43365
C51828,C25359
C43706,C51828
C34993,C43706
C24094,C34993
C28164,C24094
C36286,C28164
D01359,C36286
C23883,D01359
C31474,C23883
C29778,C31474
C44759,C29778
C26813,C44759
C28911,C26813
C50516,C28911
C42269,C50516
C29515,C42269
C22778,C29515
C22779,C22778
D01360,C22779
C50680,D01360
C28995,C50680
C47506,C28995
C46184,C47506
C32207,C46184
C22696,C32207
C43049,C22696
C29594,C43049
C51130,C29594
D01361,C51130
C31271,C46021
C43265,D01361
C50518,C31271
C31699,C50518
C22979,C31699
C37621,C22979
C36327,C37621
C30745,C36327
C28933,C30745
C37740,C24404
C22698,C37740
C23949,C22698
C39215,C23949
C30895,C39215
C40332,C30895
C32961,C40332
C22699,C32961
C42881,C30424
C35518,C42881
D01362,C35518
C36892,D01362
C36693,C26435
C29350,C36892
C47077,C29350
C23702,C47077
C37086,C23702
C35853,C37086
C43593,C35853
C51340,C43593
C36053,C51340
C37622,C36053
C26912,C37622
C31406,C38240
C47030,C31406
C43054,C47030
C26243,C43054
C26462,C26243
C28145,C26462
C31694,C28145
C26959,C31694
C31666,C26959
C34188,C31666
C28259,C34188
C29136,C28259
C46779,C29136
C28823,C27843
C35332,C28823
C36777,C35332
C34391,C36777
C24760,C34391
C51913,C24760
C51962,C51913
C40333,C51962
C43734,C40333
C38658,C43734
C45141,C38658
C39216,C45141
C37025,C39216
C30922,C37025
C45686,C30922
C38253,C45686
C45687,C38253
C45715,C45687
C43546,C45715
C45360,C43546
C25057,C45360
C24295,C25057
C31415,C24295
C22701,C31415
C36736,C22701
C50525,C36736
D01363,C50525
C38589,D01363
C39479,C38589
C40334,C39479
C29812,C40334
C23682,C29812
C50526,C23682
C51939,C22908
C30905,C51939
C30943,C30905
C42755,C30943
C34518,C42755
C37112,C34518
C41584,C37112
C26803,C41584
D01364,C26803
D01365,D01364
C26749,D01365
C38269,C26749
C31482,C38269
C50529,C31482
C50530,C50529
C28940,C50530
C29284,C28940
C41320,C29284
C28916,C41320
C32232,C28916
C50532,C32232
C40335,C50532
C40336,C40335
C24393,C40336
C24216,C50533
C29953,C24216
C27975,C29953
C45035,C27975
C46424,C45035
C31205,C46424
C28342,C31205
C22702,C28342
C32148,C22702
C36407,C32148
C29108,C36407
C47507,C29108
C47266,C47507
C36789,C24622
C22703,C47266
C28461,C22703
C50534,C28461
C26555,C50534
C46597,C26555
C34650,C46597
C50536,C34650
C29164,C50536
C46062,C29164
C45374,C46062
C24344,C45374
C38254,C24344
C22704,C38254
C44609,C22704
C50537,C44609
C50967,C50537
C47034,C50967
C51072,C47034
C50538,C51072
C36468,C50538
C44870,C36468
C24690,C44870
C51863,C23052
C23069,C51863
C25814,C23069
C29731,C25814
D01366,C29731
C42170,D01366
C34571,C42170
C24539,C34571
D01367,C24539
C36642,D01367
C43035,C36642
C50539,C43035
C30480,C50539
C42462,C30946
C30229,C42462
C40337,C30229
D01368,C40337
C28475,D01368
C22705,C28475
C26729,C22705
C37215,C26729
C42184,C22706
C46209,C42184
C38878,C46209
C32118,C38878
C40801,C32118
C22707,C40801
C47508,C22707
C34352,C47508
C23070,C34352
C27050,C23070
C51521,C27050
C46691,C51521
C37699,C32212
C33296,C37699
C45688,C33296
C30269,C45688
C44800,C30269
C22708,C44800
C25476,C22708
C45227,C25476
C33255,C45227
C42644,C33255
C42793,C42644
C22710,C42793
C22709,C22710
C37243,C22709
C41572,C37243
C38446,C41572
C51240,C38446
C34678,C51240
C35423,C34678
D01369,C35423
D01370,D01369
C33256,D01370
C26830,C33256
C31329,C26830
C35446,C36789
C47132,C31329
C42979,C47132
C29032,C42979
C23488,C29032
C40338,C23488
C50543,C40338
C41456,C50543
C41707,C41456
C30180,C41707
C22711,C30180
C25815,C22711
C46761,C25815
C50544,C46761
C51906,C50544
C51163,C51906
C40759,C51163
C50545,C40759
D01371,C50545
C26864,D01371
C23961,C26864
C43483,C23961
C34510,C43483
C34383,C34510
C37133,C34383
C23071,C37133
C22712,C23071
C46416,C22712
C29291,C46416
C23732,C29291
C27237,C23732
C36476,C27237
C24183,C36476
C35878,C24183
D01372,C35878
C50550,D01372
C35123,C50550
C24946,C35123
C36186,C24946
C41858,C36186
C50551,C41858
C33703,C50551
C34808,C33703
C28437,C34808
C44934,C25669
D01373,C44934
C37989,D01373
C47509,C37989
C22713,C47509
C40566,C22713
C39217,C40566
C45142,C39217
C24034,C45142
C44427,C24034
C50554,C44427
D01374,C50554
C27715,D01374
C26508,C27715
C41062,C26508
C27576,C41062
D01375,C27576
C46927,D01375
C37623,C46927
C45815,C37623
C46171,C45815
C51149,C46171
C45291,C51149
C28719,C45291
D01376,C28719
C45143,D01376
C30034,C45143
C51249,C30034
C38255,C51249
C30303,C38255
C28324,C30303
C41152,C28324
C46453,C41152
C34160,C46453
C42023,C34160
C47533,C42023
C32189,C47533
C32497,C32189
C29353,C32497
C23093,C29353
C22714,C23093
C22715,C22714
C25847,C22715
C51874,C25847
C40339,C51874
C43837,C40339
C24993,C43837
C51748,C24993
C24170,C51748
C42046,C24170
C51081,C42046
C46598,C51081
C22716,C46598
C32902,C22716
C25339,C32902
C44861,C25339
C45735,C44861
C45361,C45735
C50559,C45361
C25537,C50559
C24644,C25537
C44016,C24644
C26001,C44016
C42765,C26001
C45228,C42765
C44471,C45228
C22717,C44471
C43429,C22717
C32894,C43429
C27575,C32894
C36830,C27575
C38473,C36830
C27582,C38473
C40340,C27582
C42878,C40340
C43109,C42878
C32510,C43109
C51339,C32510
C50560,C51339
D01377,C50560
C45730,D01377
C50561,C45730
C35255,C50561
C33257,C35255
C28527,C33257
C46512,C28527
C35579,C46512
C26364,C35579
C44403,C26364
C26673,C44403
C42724,C26673
C38256,C42724
C50562,C38256
C30257,C50562
C44160,C30257
C36950,C44160
D01378,C36950
C41750,D01378
C33669,C41750
D01379,C33669
C31552,D01379
D01380,C31552
D01381,D01380
C51280,D01381
C42344,C51280
C23519,C42344
C23565,C23519
C43872,C23565
C40341,C26235
C25058,C40341
C34669,C27115
C35931,C34669
C34528,C35931
C24962,C34528
C38590,C24962
D01382,C41626
C46504,D01382
C23640,C46504
C40342,C23640
C23455,C40342
C36408,C23455
C25586,C36408
C40343,C25586
C23898,C40343
C46172,C23898
C26554,C46172
D01383,C26554
C43699,D01383
C38591,C43699
C47510,C38591
C25334,C47510
C26301,C25334
C22718,C26301
C38592,C22718
C25022,C38592
C45229,C25022
C24994,C45229
C38788,C24994
C51224,C38788
D01384,C51224
C44433,D01384
C40344,C44433
C34861,C40344
C40492,C34861
C34573,C40492
C23719,C34573
C34574,C23719
C24591,C34574
C27980,C24591
D01385,C27980
C41250,D01385
C38331,C41250
C26355,C38331
D01386,C26355
C38593,D01386
C37026,C38593
C23438,C37026
C45904,C23438
C44291,C45904
C22719,C44291
C44789,C22719
C31984,C44789
C45689,D01387
C35778,C45689
C45980,C35778
C31982,C45980
C51815,C31982
C28013,C51815
C51937,C28013
C41115,C51937
C44669,C41115
C35124,C31984
C22720,C44669
C44041,C22720
C34862,C44041
C27976,C34862
C25816,C27976
C30290,C25816
C28477,C30290
C40345,C28477
C27441,C40345
C51074,C27441
C26313,C51074
C50569,C26313
C25711,C50569
C23073,C36307
C51067,C23073
C45690,C25711
C47511,C51067
C41540,C47511
C38664,C41540
C47133,C38664
C24953,C47133
C45833,C24953
C32938,C45833
C28759,C32938
C29044,C28759
C22822,C29044
C37027,C22822
C43594,C37027
C45827,C43594
C40784,C45827
D01388,C40784
C32716,D01388
C44000,C32716
C29022,C50340
C38371,C29022
D01389,C38371
C27872,D01389
C26812,C27872
C44792,C26812
C22721,C44792
C40856,C22721
C30825,C40856
C26753,C30825
C37283,C26753
C50572,C37283
C42790,C50572
C38835,C42790
D01390,C38835
C26013,D01390
C25059,C26013
C44949,C25059
C23581,C44949
C40499,C23581
C43915,C40499
C25372,C43915
C36097,C25372
C41027,C36097
C26386,C41027
C26744,C26386
C41913,C26744
C39218,C41913
C32728,C39218
D01391,C32728
C44404,D01391
C37053,C44404
C33688,C37053
C42914,C33688
C50575,C42914
C42191,C50574
C33258,C42191
C28771,C33258
C40445,C28771
C44959,C40445
C37093,C44959
C28808,C37093
C37513,C28808
C28385,C37513
C42301,C28385
C45765,C42301
C22830,C45765
C43667,C22830
C24667,C43667
C42356,C51365
C26863,C42356
C44488,C26863
C35775,C44488
C25860,C35775
C40854,C25860
C51750,C40854
C23530,C51750
D01392,C23530
C40346,D01392
C38971,C40346
C29974,C38971
C30818,C29974
C23621,C30818
C47160,C23621
C38594,C47160
C41457,C38594
C39219,C41457
C42653,C39219
C23429,C42653
D01393,C23429
C32887,D01393
C38386,C32887
C41664,C38386
C22729,C41664
C33543,C22729
C22722,C33543
C37796,C22722
C34392,C37796
C46029,C34392
C50583,C46029
C22723,C50583
C37138,C22723
C50584,C37138
C23074,C50584
C45759,C23074
C24471,C45759
C46173,C24471
C27573,C46173
C44610,C27573
C31597,C44610
C25363,C31597
C33259,C25363
C32504,C33259
C24131,C32504
C37028,C24131
C22724,C37028
C26858,C22724
C24479,C26858
C27663,C24479
C25477,C27663
C27850,C25477
C46478,C27850
C23075,C46478
C41264,C23075
C26988,C41264
C27262,C26988
C22725,C27262
C40347,C22725
C22726,C40347
C31991,C22726
C29143,C31991
C35321,C29143
C27316,C35321
C31029,C27316
C24761,C31029
C29948,C24761
C42215,C29948
D01394,C42215
C28973,D01394
C51498,C28973
C25125,C51498
C31261,C25125
C51692,C31261
C32946,C51692
C25848,C32946
C34275,C25848
C42183,C34275
C50590,C42183
C51555,C50590
C41071,C51555
C46084,C41071
C22727,C46084
C42999,C22727
C41080,C42999
C22728,C41080
C26455,C22728
C23652,C26455
C34457,C23652
C47260,C34457
C28751,C47260
C37972,C28751
C23394,C37972
C44130,C23394
C44483,C44130
C38870,C44483
C39286,C38870
C34250,C39286
C22823,C34250
C35696,C22823
D01395,C35696
C35125,D01395
C31835,C35125
C44405,C31835
C40376,C44405
D01396,C40376
C26634,D01396
C37231,C26634
C27508,C37231
C32578,C27508
C24945,C32578
C24129,C24945
C30128,C24129
C37029,C30128
C38396,C37029
C38595,C38396
D01397,C38595
D01398,D01397
C31646,D01398
C41251,C31646
C41150,C41251
C23076,C41150
C22731,C22730
C22732,C22731
D01399,C22732
C41252,C29494
C45144,C41252
C28101,C45144
C38972,C28101
C27148,C38972
C34355,C27148
C46762,C34355
C43694,C46762
C37542,C43694
D01400,C37542
C32969,D01400
C26251,C32969
C26244,C26251
D01401,C26244
C33260,D01401
C50592,C33260
C46674,C50592
C23275,C46674
C40364,C23275
C22733,C40364
C40348,C22733
C25855,C40348
C50594,C25855
C50595,C50594
C30940,C50595
C37624,C30940
C45145,C37624
C40349,C45145
D01402,C40349
C25224,D01402
C30589,C25224
C22734,C22337
C25396,C22734
C28068,C25396
C35126,C28068
C47512,C35126
C46980,C47512
C43893,C46980
C24579,C43893
C30504,C24579
C22735,C30504
C46403,C22735
C50597,C46403
C38809,C50597
C36613,C38809
C25249,C36613
C22736,C25249
C29964,C22736
C46599,C29964
C41346,C46599
C46607,C41346
C46447,C46607
C35127,C46447
C27389,C35127
C43306,C27389
C39388,C43306
C50598,C39388
C42517,C50598
C32141,C42517
C24177,C32141
C46174,C24177
C51582,C46174
C27201,C51582
C30794,C27201
C29921,C30794
C35260,C29921
C24972,C35260
C46423,C24972
C42230,C46423
C30076,C42230
C32322,C30076
C51867,C32322
D01403,C51867
C30050,D01403
C37370,C30050
C40350,C37370
C43640,C40350
C45905,C43640
C46911,C45905
C36493,C46911
C24407,C36493
C51662,C36432
C34071,C51662
C22737,C34071
C42546,C22737
C37303,C42546
C38257,C24407
C41292,C37303
C32421,C41292
C32350,C32421
C51538,C32350
C40351,C51538
C30478,C40351
C38489,C30478
C23746,C38489
C30159,C23746
C24284,C30159
D01404,C22739
C22740,D01404
C26300,C22740
C36209,C26300
C27818,C36209
C31422,C27818
C35249,C31422
C38995,C35249
C38685,C38995
C24705,C38685
C29303,C24705
D01405,C29303
C29054,D01405
C46022,C29054
C36262,C46022
C22741,C36262
C24810,C22741
C40352,C24810
C50605,C40352
C43362,C50605
C34994,C43362
C28790,C34994
C26620,C28790
C43103,C26620
C22742,C43103
C45237,C22742
C51879,C45237
C26672,C51879
C46023,C26672
C30624,C46023
C50606,C30624
C51281,C50606
C24778,C51281
C47513,C24778
C35359,C47513
C51314,C35359
C25436,C51314
C45146,C25436
C28062,C45146
C25962,C28062
D01406,C25962
C32854,D01406
C27429,C32854
C22743,C27429
C42353,C22743
D01407,C42353
C25040,D01407
C46912,C25040
C42699,C46912
C43923,C42699
C40353,C43923
C44153,C40353
C50607,C44153
C37463,C50607
C41473,C37463
C32243,C41473
C50608,C32243
C33299,C50608
C42434,C33299
C46476,C42434
C24940,C46476
C43595,C24940
C32059,C43595
C29684,C32059
C41662,C29684
C31881,C41662
C27462,C31881
C36517,C27462
C40927,C36517
C26622,C40927
C35932,C24284
C30231,C26622
C44946,C30231
C42911,C44946
C25330,C42911
C28515,C25330
C33709,C28515
C38265,C33709
C35316,C38265
C44136,C35316
C47514,C44136
C26356,C47514
C44812,C26356
C50859,C44812
C27893,C50859
C22744,C27893
C51180,C22744
C34639,C51180
C34996,C34639
C42435,C34996
C32164,C42435
C39280,C32164
C22745,C39280
C38366,C22745
C51046,C38366
C37462,C51046
C29423,C35128
C24525,C37462
C46175,C24525
C34225,C46175
C30925,C34225
C26436,C30925
C27003,C26436
C26357,C27003
C27779,C26357
C27128,C27779
C44406,C27128
C24598,C44406
C50612,C24598
C34223,C50612
C42746,C34223
C32821,C29423
C23676,C42746
D01408,C23676
C41376,D01408
C22746,C41376
C51859,C22746
C25628,C51859
C29834,C25628
C23446,C29834
C24164,C23446
C45818,C24164
C37038,C45818
C32398,C37038
D01409,C32398
C50615,D01409
C38258,D01410
C38395,C38258
C23906,C38395
C40354,C23906
C35961,C40354
C23145,C35961
C50618,C23145
C44407,C50618
C35256,C44407
C30028,C35256
C27775,C30028
C44281,C27775
C45036,C44281
C27422,C45036
C35129,C27422
C40699,C35129
C38259,C40699
C30720,C38259
C26560,C30720
C35800,C26560
C27789,C35800
C23880,C27789
D01411,C23880
C40355,D01411
C41945,C40355
C50619,C41945
C25426,C50619
C32134,C25426
C27740,C32134
C31405,C27740
C27823,C31405
C39263,C27823
C42012,C39263
C46771,C42012
C47594,C46771
D01412,C47594
C41207,D01412
C50620,C41207
C42450,C50620
D01413,C42450
D01414,D01413
D01415,D01414
C35910,D01415
C34863,C35910
C23928,C34863
C27061,C23928
C29156,C27061
C42391,C29156
C36940,C42391
C41220,C36940
C26746,C41220
C23371,C26746
C23635,C23371
C38844,C23635
C38260,C38844
C38261,C38260
C22747,C38261
C43266,C22747
C40392,C43266
D01416,C40392
C45054,D01416
C29083,C45054
C23378,C29083
D01417,C23378
C37184,C34104
C37763,C37184
C30881,C37763
C50624,C30881
C40356,C50624
C46248,C40356
C28017,C46248
D01418,C28017
C28841,D01418
C39220,C28841
C40357,C39220
C24687,C50615
C47515,C40357
D01419,C47515
C37976,D01419
C37030,C37976
C27955,C37030
C28170,C27955
C36893,C28170
C41586,C36893
C36139,C41586
C25199,C36139
C26792,C25199
C35130,C36330
C30697,C35130
D01420,C30697
C35494,D01420
C46913,C35494
C50681,C46913
C46631,C50681
C50626,C46631
C35250,C50626
C50627,C35250
C46600,C50627
D01421,C46600
C36895,D01421
C37160,C36895
C45452,C37160
C37638,C45452
C42244,C37638
C25717,C42244
C27861,C25717
C38596,C27861
C34491,C38596
C44756,C34491
D01422,C44756
C34363,D01422
C50988,C34363
C46963,C50988
C45147,C46963
C50628,C45147
C38448,C50628
C38314,C38448
C22748,C38314
C34569,C22748
C23077,C34569
C26025,C23077
C50695,C26025
C47241,C50695
C36827,C47241
C25905,C36827
C30517,C25905
C50630,C30517
C27482,C23078
C47516,C27482
C46081,C47516
C45231,C46081
C50631,C45231
D01423,C50631
C46244,D01423
C40358,C46244
D01424,C40358
D01425,C52029
C30152,D01425
C24134,C30152
C45691,C24134
C42754,C45691
C46401,C42754
C43903,C46401
D01426,C43903
C47517,D01426
C29383,C47517
C45692,C29383
C29759,C45692
C27593,C29759
C45846,C27593
D01427,C45846
C42304,D01427
C29680,C42304
C43918,C40845
C25933,C43918
C35348,C25933
C44730,C35348
C28654,C44730
C29070,C28654
C27877,C29070
C51620,C27877
C45453,C51620
C51783,C45453
C42762,C51783
C44611,C42762
D01428,C44611
C23079,D01428
D01429,C23079
C50633,D01429
C25817,C50633
C45911,C25817
C43267,C45911
C23432,C43267
C41458,C23432
C40359,C41458
C24603,C40359
D01430,C24603
C43268,D01430
C44162,C43268
C37537,C44162
C36524,C37537
C27192,C36524
C25515,C27192
C32508,C25515
C31989,C32508
C37262,C31989
C50693,C37262
C31425,C50693
C31993,C50638
C38973,C31993
C51146,C38973
C30206,C51146
C44981,C30206
C22750,C44981
C37625,C22750
C32289,C37625
C45273,C32289
C50639,C45273
C40443,C50639
C45713,C40443
C34997,C45713
C35593,C34997
C28765,C35593
C46605,C28765
C38463,C46605
C50860,C38463
C47518,C50860
C25267,C47518
C30642,C25267
C25278,C30642
C43301,C25278
C47283,C43301
D01431,C47283
C27387,D01431
C31658,C27387
C41678,C31658
C35373,C41678
C25113,C35373
C44490,C43930
C27537,C44490
C21523,C27537
C35342,C47297
C43739,C21523
C29668,C35342
C45299,C43739
C42544,C29668
C43159,C45299
C26985,C42544
C39064,C43159
C34229,C41032
D00001,C39064
C44965,D00001
D00002,C38712
C36355,C44965
C46257,D00002
C39502,C36355
C36294,C46257
C43185,C39502
C47599,C36294
C46792,C43185
C21710,C47599
C47543,C46792
C31324,C21710
C39503,C47543
C47600,C39503
C38516,C31324
C47601,C47600
C45870,C38515
C25543,C26985
C40365,C47601
C41806,C45870
C35740,C40365
C52094,C41806
C42186,C35740
C36301,C52094
C47604,C42186
C30254,C36301
C26314,C47604
C26705,C30254
C39504,C26314
D00003,C26705
C47605,C39504
C47606,D00003
C21524,C47605
C43464,C47606
C28675,C21524
C38300,C43464
C46793,C28675
C46773,C38300
C24913,C46793
C23582,C46773
C32553,C23582
C34001,C32553
C34004,C21525
C24090,C34001
C25610,C34004
C24452,C24090
C41649,C25610
C47608,C24452
C30972,C41649
C41496,C47608
C41567,C30972
C23527,C41496
C27553,C41567
C40944,C23527
D00004,C27553
C47567,C40944
C39506,D00004
C47610,C47567
C34796,C39506
C35045,C47610
C31379,C34796
C34230,C35045
C47611,C31379
C42206,C34230
C31858,C47611
C36558,C42206
C44491,C31858
C28359,C36558
C29066,C44491
C36640,C28359
C28953,C29066
C45454,C36640
C36221,C24913
C29335,C28953
C28698,C45454
C50989,C29335
C30809,C28698
C39032,C50989
C40862,C30809
C40393,C40862
C23319,C40393
C40418,C27274
C35898,C23319
C27761,C40418
D00005,C35898
C37489,C27761
C46519,C37489
C36631,C46519
C43001,C26786
C36955,C36631
C43187,C36955
C51892,C43187
C46794,C40844
C21526,C51892
C44823,C46794
D00006,C21526
C25765,C44823
C34005,D00006
C38027,C25765
C39507,C34005
C39508,C38027
C28024,C39507
C21527,C39508
C28612,C39032
C47614,C28024
C21528,C21527
C23375,C47614
C35736,C21528
C45152,C23375
C23478,C35736
C23693,C45152
C26112,C23478
C47617,C23693
C38677,C26112
C41646,C47617
C46034,C38677
C28371,C41646
C34864,C46034
C46795,C28371
C28226,C34864
C27531,C46795
C33095,C28226
C47040,C27531
C29799,C33095
C32248,C29799
C44972,C47040
C31279,C44972
C22780,C32248
C28981,C31279
C35309,C22780
C42261,C28981
C39509,C35309
C27821,C42261
C23913,C39509
C39510,C27821
C47301,C23913
C25200,C39510
C42228,C47301
C47302,C25200
C47620,C42228
C39511,C47302
C24777,C47620
C35773,C39511
C45070,C24777
C39276,C35773
C39512,C45070
C23678,C39276
C42319,C39512
C39065,C23678
C35392,C42319
C21529,C39065
C34029,C35392
C51706,C21529
C45455,C34029
C23570,C51706
C27742,C45455
C31864,C23570
C39513,C27742
C26067,C31864
C33995,C39513
C34126,C26067
C23855,C33995
C39514,C34126
D00007,C23855
C21530,C39514
C40525,D00007
C51634,C40525
C36718,C51634
C42363,C36718
C46104,C42363
C43526,C36130
C26800,C46104
C29752,C43526
C47623,C26800
C36956,C43967
D00008,C29752
C39515,C47623
C42000,D00008
C28606,C39515
C34105,C42000
D00009,C28606
C27735,C34105
C40361,D00009
C30182,C27735
C21531,C40361
D00010,C30182
C47625,C21531
C34865,D00010
C38518,C47625
C34047,C34865
C28991,C38518
C38519,C34047
C43188,C28991
C41373,C38519
C47626,C43188
C43189,C41373
C47303,C47626
C32320,C47303
C32094,C32320
C51007,C43189
C47627,C32094
C29908,C23939
C40999,C47627
C42064,C24942
C24744,C40999
C31736,C42064
C32475,C24744
C37522,C31736
C44037,C32475
C36000,C37522
D00011,C44037
C29504,C36000
C45071,D00011
D00012,C29504
C24058,C45071
C40643,D00012
C47630,C24058
D00013,C40643
C47631,C47630
C47632,D00013
C47633,C47631
C27755,C47632
D00014,C47633
C34002,C27755
C47304,D00014
C46637,C34002
C34630,C47304
C47634,C46637
C32185,C34630
C45855,C47634
C25448,C32185
C24768,C45855
C51570,C25448
C51615,C24768
C44882,C51570
C47636,C51615
C26092,C44882
C27658,C47636
C39516,D00017
C33655,C39516
C30553,C39517
C30144,C33655
C21533,C30144
C22836,C30553
C25556,C22836
C21534,C21533
C51263,C25556
C44085,C21534
C42731,C44085
D00018,C26092
C51447,C27658
C35772,D00018
C29447,C51447
C31112,C43190
C34775,C27557
C42195,C31112
C25559,C34775
C47638,C42195
C38029,C26781
C32665,C38373
D00019,C38029
C25852,C32665
C32494,D00015
C32621,C33261
C35863,C32494
C36942,D00016
C47641,C51263
C23997,D00019
C34831,C25852
C28583,C23997
C25202,C34831
C41510,C28583
C31143,C42731
C41655,C25202
D00020,C41510
C26877,C41655
C34143,D00020
C22837,C26877
C43522,C34143
C39518,C22837
C38030,C43522
C21535,C39518
C42809,C38030
C30021,C21535
C47645,C42809
C21537,C30021
C25919,C47645
C31051,C21537
C34231,C25919
C21517,C31051
C32786,C34231
C37064,C21517
C38031,C32786
D00021,C37064
C42540,C38031
C43142,D00021
C40560,C42540
C27572,C43142
C47646,C40560
C24676,C27572
C34317,C47646
C47647,C24676
C26268,C34317
C34998,C47647
C25743,C26268
C44300,C34998
C26609,C25743
C22838,C44300
C25091,C26609
C29125,C22838
C43283,C25091
C32172,C29125
C25080,C43283
C38867,C32172
C38032,C25080
C42558,C38867
C29932,C38032
C34259,C42558
C39435,C29932
C43162,C34259
C31782,C39435
C23965,C43162
C31420,C31782
C51238,C23965
C26523,C31420
C34043,C51238
C28671,C26523
C46796,C34043
C43520,C28671
C43810,C46796
D00022,C43520
C44904,C43810
C39519,D00022
C45456,C44904
C33099,C39519
C23463,C45456
D00023,C33099
C21538,C23463
C34866,D00023
C33710,C21538
C47080,C34866
C35177,C33710
C47305,C47080
C41893,C47305
C33147,C35177
C38520,C33147
C50644,C41893
C47306,C38520
C43886,C50644
C46252,C47306
C41620,C43886
C23605,C46252
C47654,C41620
C40482,C23605
C32030,C47654
C36908,C40482
C26979,C32030
C30609,C36908
C44492,C26979
C22937,C30609
C47656,C44492
C51503,C22937
D00024,C47656
C40985,C51503
C45153,D00024
C25636,C40985
C27199,C45153
C46121,C25636
C25203,C27199
C21539,C46121
C39521,C25203
C28749,C21539
C46797,C39521
C47658,C28749
C21540,C46797
C32156,C47658
C26600,C21540
C26641,C32156
C44493,C26600
C35695,C26641
C23815,C44493
C41221,C35695
C39522,C23815
D00025,C41221
C32477,C39522
C35657,D00025
C24005,C32477
C26509,C35657
C45241,C24005
C24641,C26509
C45850,C45241
C45242,C24641
C29118,C45850
C45051,C45242
C45281,C29118
C39523,C45051
C27810,C45281
C25719,C39523
C39524,C27810
C45983,C25719
C34965,C39524
C27458,C45983
C47660,C34965
D00026,C27458
C23363,C47660
C41853,D00026
C28818,C23363
C22839,C41853
C28361,C28818
C44102,C22839
C47091,C28361
C28918,C44102
C29382,C47091
C34867,C28918
C34219,C29382
C28163,C34867
C51337,C34219
C46065,C28163
C39525,C51337
D00027,C46065
C34370,C39525
C43191,D00027
C35777,C34370
C25464,C43191
C22840,C35777
C41791,C25464
C39526,C22840
C21541,C41791
C24749,C39526
D00028,C21541
C51418,D00028
C34003,C24749
D00029,C34003
C35339,C51418
C40481,D00029
C51491,C35339
C29351,C40481
C46712,C51491
C25674,C29351
C47661,C46712
C22841,C25674
C44155,C47661
C26279,C22841
C47662,C44155
C28082,C26279
C46798,C47662
D00030,C28082
C47663,C46798
C32984,D00030
C42784,C47663
C32983,C32984
C42898,C42784
C51955,C32983
C45379,C42898
C34232,C51955
C21542,C45379
C25935,C34232
C45072,C21542
C36957,C25935
C21543,C45072
C36328,C36957
C35980,C21543
C21544,C36328
C43533,C35980
C35464,C21544
C45409,C43533
C28832,C35464
C43815,C45409
C44663,C28832
C34624,C44663
C46051,C43815
C26059,C46051
C41009,C34624
C42583,C26059
C28541,C41009
C26884,C42583
C39011,C28541
C45243,C26884
C40983,C39011
D00031,C45243
C26976,C40983
C21545,D00031
C50958,C26976
C44494,C21545
C45244,C50958
C25723,C44494
C27483,C45244
C34723,C25723
C29290,C27483
C33028,C34723
C42069,C29290
C38521,C33028
C31530,C42069
C34106,C38521
C21546,C31530
C41151,C34106
C29840,C21546
C45457,C41151
C29001,C29840
C26478,C45457
C50800,C29001
C45245,C26478
C46713,C50800
C47669,C45245
C31672,C46713
C43452,C47669
C24944,C31672
C46784,C43452
C30431,C24944
C25648,C46784
C39528,C30431
C34107,C25648
C39529,C39528
C37406,C34107
C45410,C39529
C44495,C37406
C47670,C45410
C23974,C44495
C51127,C47670
C51928,C23974
